date,sum_valuation_profit,d2_deposit,total_possess_count
20230925,8612804,4847852,53
20230926,7894227,3860621,54
20230927,8549742,2861871,55
20231004,6605993,3640905,54
20231005,6308044,3550092,54
20231006,7419703,2550492,55
20231010,6387720,4009740,53
20231011,7393860,5133604,52
20231012,8377144,5133604,52
20231013,7821001,5133604,52
20231016,7389437,5932930,51
20231017,7985782,5606249,52
20231018,7497329,5606249,52
20231019,5846964,6387225,51
20231020,4774915,9558112,47
20231023,4355053,5580517,51
20231024,5234137,2419343,54
20231025,5558094,427135,56
20231026,4296545,230775,56
20231027,4462473,716178,55
20231030,4986407,440626,55
20231031,4054527,1236656,54
20231101,4752156,237246,55
20231102,6576562,237246,55
20231103,7721378,237246,55
20231106,8937977,237246,55
20231107,8341163,3090017,52
20231108,7986297,2102317,53
20231109,8137002,2102317,53
20231110,7991377,1116897,54
20231113,7042045,957732,54
20231114,8163854,2196656,55
20231115,9240896,252056,57
20231116,9622921,252056,57
20231117,8610775,252056,57
20231120,9104792,252056,57
20231121,9680153,192919,57
20231122,9833052,192919,57
20231123,9732606,192919,57
20231124,10080398,192919,57
20231127,9864432,988964,56
20231128,9851124,798605,57
20231129,9920699,1682118,56
20231130,10456395,489819,57
20231201,10483790,489819,57
20231204,10742376,1447438,56
20231205,10536699,5836178,54
20231206,10965227,3848488,56
20231207,10901176,3848488,56
20231208,11401123,2849908,57
20231211,11409732,2849908,57
20231212,11621772,1853128,58
20231213,11348099,2928876,57
20231214,11907585,1086876,59
20231215,12351028,91276,60
20231218,12697876,91276,60
20231219,13021640,91276,60
20231220,13971547,91276,60
20231221,13467714,91276,60
20231222,13361008,91276,60
20231226,13169415,98049,60
20231227,12709944,98049,60
20231228,13451118,98049,60
20240102,13752566,98049,60
20240103,13148372,98049,60
20240104,13023505,98049,60
20240105,13337273,98049,60
20240108,14071208,98049,60
20240109,14399877,98049,60
20240110,13615127,98049,60
20240111,14055926,98049,60
20240112,13295962,98049,60
20240115,12696182,810422,59
20240116,12295417,810422,59
20240117,10773866,3210038,56
20240118,11438517,2212438,57
20240119,12121426,222338,59
20240122,12391731,1020168,58
20240123,12520007,39668,59
20240124,12517512,39668,59
20240125,12905727,39668,59
20240126,13721054,39668,59
20240129,13448474,993591,58
20240130,13654542,993591,58
20240131,13575928,993591,58
20240201,14871753,743126,58
20240202,16883571,743126,58
20240205,17290980,2746409,58
20240206,16679457,3686651,57
20240207,18229257,1914451,59
20240208,18328973,914821,60
20240213,19565509,914821,60
20240214,20221619,4656677,57
20240215,20285168,3712277,58
20240216,21275229,6783078,57
20240219,21726684,5240718,59
20240220,21646647,4245318,60
20240221,21713496,4245318,60
20240222,22381284,3249378,61
20240223,22135411,2259378,62
20240226,21386148,2259378,62
20240227,20460726,2259378,62
20240228,21388247,1261628,63
20240229,21150432,1261628,63
20240304,21972400,268428,64
20240305,22348087,268428,64
20240306,22226370,268428,64
20240307,21881703,268428,64
20240308,22431299,268428,64
20240311,22079146,236876,64
20240312,22673873,236876,64
20240313,23002617,1526905,63
20240314,22656146,542355,64
20240315,22434067,542355,64
20240318,23449979,542355,64
20240319,23080049,542355,64
20240320,23383386,542355,64
20240321,24360124,542355,64
20240322,24448290,542355,64
20240325,24249357,542355,64
20240326,24204932,581610,64
20240327,24431852,581610,64
20240328,24367709,581610,64
20240329,24390966,581610,64
20240401,24742202,581610,64
20240402,23866941,3271991,61
20240403,23743095,6262097,60
20240404,24603375,5271107,61
20240405,23878872,4275437,62
20240408,23145726,3338837,63
20240409,23474543,2405390,64
20240411,23079914,2488606,64
20240412,23434189,2488606,64
20240415,23062888,3302812,63
20240416,21276709,7480683,60
20240417,21704173,7480683,60
20240418,23508410,3516041,64
20240419,22533799,4311957,63
20240422,22895791,2382857,65
20240423,22940149,4679362,64
20240424,24263953,6237472,63
20240425,23816409,6237472,63
20240426,24203753,4250612,65
20240429,24611445,4250612,65
20240430,25586076,3287312,66
20240502,25435053,2298632,67
20240503,25279846,2298632,67
20240507,25791501,2298632,67
20240508,26199184,303427,69
20240509,25919582,112399,69
20240510,26188927,112399,69
20240513,25766200,2700822,67
20240514,25912377,8732255,62
20240516,26864623,8526119,63
20240517,26368905,8526119,63
20240520,26642855,12399366,61
20240521,26330364,13865939,60
20240522,26385920,14655393,59
20240523,26439751,13683393,60
20240524,26238039,12735393,61
20240527,26574996,12735393,61
20240528,26525226,14300187,60
20240529,26587257,15295574,59
20240530,25509242,15295574,59
20240531,25776807,14311214,60
20240603,26225426,14311214,60
20240604,25497039,18463453,56
20240605,25962020,18463453,56
20240607,25887177,18463453,56
20240610,26370399,18250723,56
20240611,26397693,19224795,55
20240612,26688226,19224795,55
20240613,26660886,19224795,55
20240614,26633445,19224795,55
20240617,26672250,18225995,56
20240618,26773970,22900936,51
20240619,26621706,22900936,51
