index,id,order_num,code,code_name,rate,purchase_rate,purchase_price,present_price,valuation_price,valuation_profit,holding_amount,buy_date,item_total_purchase,chegyul_check,reinvest_count,reinvest_date,invest_unit,reinvest_unit,sell_date,sell_price,sell_rate,rate_std,rate_std_mod_val,rate_std_htr,rate_htr,rate_std_mod_val_htr,yes_close,close,d1_diff_rate,d1_diff,open,high,low,volume,clo5,clo10,clo20,clo40,clo60,clo80,clo100,clo120,clo5_diff_rate,clo10_diff_rate,clo20_diff_rate,clo40_diff_rate,clo60_diff_rate,clo80_diff_rate,clo100_diff_rate,clo120_diff_rate
0,0.0,0,009160,SIMPAC,16.34,1.54,6600,7700,2326617,326817,303,202201040927,1999800,0,0,0,2000000,0,202203080900,7700,16.34,0,0,0,0,0,6500,7780,0.91,0,7710,8010,7680,632156,7654,7311,6868,6468,6526,6594,6887,7142,0.34,0.45,-2.21,-3.52,-9.78,-13.36,-11.3,-9.5
0,0.0,0,095720,웅진씽크빅,-12.11,1.56,3245,2860,1756791,-242129,616,202201050947,1998920,0,0,0,2000000,0,202203080900,2860,-12.11,0,0,0,0,0,3195,2895,-1.19,0,2845,2920,2865,202029,2901,2883,2922,3003,3061,3139,3190,3230,0.0,0.16,0.53,-2.47,-3.63,-4.45,-6.25,-9.08
0,0.0,0,002020,코오롱,-14.29,1.53,33100,28450,1702179,-283821,60,202201050954,1986000,0,0,0,2000000,0,202203080900,28450,-14.29,0,0,0,0,0,32600,28900,-1.87,0,28550,29550,28750,19190,29360,29055,29325,30461,30891,31096,31998,33241,0.77,2.34,2.67,2.73,-1.28,-5.87,-3.92,-2.59
0,0.0,0,014830,유니드,-20.14,3.79,126560,101364,1516146,-382254,15,202201070938,1898400,0,0,0,2000000,0,202201251017,101364,-20.14,0,0,0,0,0,121937,105756,-4.29,0,106334,110263,104369,56117,110610,114655,117804,118215,121719,128159,134924,135538,0.86,3.04,3.07,0.93,-4.36,-9.66,-11.65,-9.66
0,0.0,0,064800,젬백스링크,-0.86,2.69,1720,1710,1981455,-17185,1162,202201071054,1998640,0,0,0,2000000,0,202203100900,1710,-0.86,0,0,0,0,0,1675,1700,-0.58,0,1700,1725,1660,1170627,1698,1588,1550,1567,1605,1631,1619,1614,-2.33,-1.03,-0.21,-1.53,1.08,2.31,1.48,-0.15
0,0.0,0,078600,대주전자재료,-18.75,4.91,98300,80100,1597460,-368540,20,202201120910,1966000,0,0,0,2000000,0,202203150900,80100,-18.75,0,0,0,0,0,93700,81500,-8.63,0,80700,88700,81100,357726,86680,88200,88095,91727,94676,99676,101162,100025,-2.56,-6.47,-6.19,-12.53,-12.66,-10.18,-2.58,4.29
0,0.0,0,151860,KG ETS,-20.16,3.19,14550,11650,1591521,-401829,137,202201121502,1993350,0,0,0,2000000,0,202201251327,11650,-20.16,0,0,0,0,0,14100,12400,-4.98,0,12300,13000,12300,324140,13060,13600,14162,14635,14801,14880,15305,15982,-2.96,-3.82,-5.4,-7.04,-6.04,-7.26,-10.4,-14.51
0,0.0,0,084110,휴온스글로벌,-20.34,2.62,35300,28200,1574719,-402081,56,202201121530,1976800,0,0,0,2000000,0,202203080901,28200,-20.34,0,0,0,0,0,34400,29150,-3.32,0,28650,29900,29150,34463,30150,30205,31057,32142,34312,35518,37778,41273,-4.23,-8.49,-10.28,-10.33,-15.1,-22.04,-28.81,-32.75
0,0.0,0,075580,세진중공업,-3.96,5.07,7050,6790,1916179,-78971,283,202201130902,1995150,0,0,0,2000000,0,202203150900,6790,-3.96,0,0,0,0,0,6710,6790,-0.88,0,6700,6870,6630,225520,6876,7024,6731,6860,6549,6384,6390,6321,3.1,6.98,11.81,13.32,10.2,10.68,10.23,8.42
0,0.0,0,082640,동양생명,-7.71,0.75,6710,6210,1845376,-154204,298,202201140901,1999580,0,0,0,2000000,0,202203160900,6210,-7.71,0,0,0,0,0,6660,6140,-0.49,0,6160,6230,6110,68763,6152,6170,6166,6171,6411,6549,6646,6732,-0.86,-0.45,-2.34,-3.61,-3.95,-4.96,-1.53,1.69
