date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20230925,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20230926,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20230927,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20230928,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20230929,033180,12,500.0,955.0,190713.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,5.9,0.0,NaN,0.06,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,574.0,310.0,442.0,20221202,20230324,36.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231004,033180,12,500.0,319.0,63571.0,0.03,915.0,325.0,843.0,-21.6,-1557.0,8.81,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1320.0,325.0,1989.0,663.0,1326.0,20221202,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231005,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,8.81,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231006,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.39,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231010,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231011,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231012,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,168597.0,88.4,NaN,NaN,NaN,NaN,NaN
20231013,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231017,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231018,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231019,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231022,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231027,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231030,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231031,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231101,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
20231102,033180,12,500.0,319.0,63571.0,0.03,1326.0,325.0,843.0,-21.6,-1557.0,7.4,0.0,NaN,0.19,NaN,7096.0,1643.0,-214.0,-904.0,1326.0,325.0,1989.0,663.0,1326.0,20231004,20230324,308.0,0.0,56199.0,88.4,NaN,NaN,NaN,NaN,NaN
