date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22675.0,8.4,2486.0,34.92,5440.0,2.83,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,9070.0,4890.0,6980.0,20221201,20220930,18.12,58.44,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20230925,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22675.0,8.4,2486.0,34.92,5440.0,2.83,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,9070.0,4890.0,6980.0,20221201,20220930,18.12,58.44,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20230926,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22192.0,8.4,2486.0,34.86,5470.0,2.77,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,9120.0,4920.0,7020.0,20221201,20220930,15.6,158.06,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20230927,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22063.0,8.4,2486.0,34.75,5370.0,2.76,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8950.0,4830.0,6890.0,20221201,20220930,14.93,83.85,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20230928,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22063.0,8.4,2486.0,34.64,5370.0,2.76,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8950.0,4830.0,6890.0,20221201,20220930,14.93,84.87,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20230929,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22063.0,8.4,2486.0,34.64,5370.0,2.76,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8950.0,4830.0,6890.0,20221201,20220930,14.93,84.87,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231004,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,21773.0,8.4,2486.0,34.64,5340.0,2.72,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8900.0,4800.0,6850.0,20221201,20220930,13.42,114.68,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231005,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,21805.0,8.4,2486.0,34.59,5270.0,2.72,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8780.0,4740.0,6760.0,20221201,20220930,13.59,81.82,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231006,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22224.0,8.4,2486.0,34.58,5280.0,2.78,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,5960.0,8800.0,4740.0,6770.0,20221201,20220930,15.77,87.64,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231010,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,22739.0,8.4,2486.0,34.53,5380.0,2.84,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6030.0,8970.0,4830.0,6900.0,20221201,20221004,17.08,205.87,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231011,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,22675.0,8.4,2486.0,34.8,5500.0,2.83,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9170.0,4950.0,7060.0,20221201,20221012,15.03,55.59,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231012,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22997.0,8.4,2486.0,34.73,5490.0,2.87,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9150.0,4930.0,7040.0,20221201,20221012,16.67,104.08,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231013,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,23029.0,8.4,2486.0,34.74,5560.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9280.0,5000.0,7140.0,20221201,20221012,16.83,94.47,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231017,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,23126.0,8.4,2486.0,34.78,5570.0,2.89,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9290.0,5010.0,7150.0,20221201,20221012,17.32,124.4,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231018,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,23255.0,8.4,2486.0,34.77,5570.0,2.9,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9290.0,5010.0,7150.0,20221201,20230316,17.97,366.57,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231019,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,22836.0,8.4,2486.0,34.86,5630.0,2.85,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9380.0,5060.0,7220.0,20221201,20230316,15.85,34.52,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231022,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,23029.0,8.4,2486.0,34.78,5530.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9210.0,4970.0,7090.0,20221201,20230316,16.83,132.66,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231027,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22192.0,8.4,2486.0,34.55,5460.0,2.77,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9100.0,4900.0,7000.0,20221201,20230316,12.58,126.77,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231030,138930,12,5000.0,16297.0,322088.0,0.16,7300.0,6120.0,21934.0,8.4,2486.0,34.55,5370.0,2.74,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8950.0,4830.0,6890.0,20221201,20230316,11.27,109.64,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231031,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,21838.0,8.4,2486.0,34.49,5310.0,2.73,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8850.0,4770.0,6810.0,20221201,20230316,10.78,66.19,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231101,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,21966.0,8.4,2486.0,34.46,5280.0,2.74,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8810.0,4750.0,6780.0,20221201,20230316,11.44,113.62,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231102,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,21644.0,8.4,2486.0,34.43,5310.0,2.7,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8860.0,4780.0,6820.0,20221201,20230316,9.8,199.12,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231103,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,21902.0,8.4,2486.0,34.31,5240.0,2.74,0.22,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8730.0,4710.0,6720.0,20221201,20230316,11.11,36.62,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231106,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22675.0,8.4,2486.0,34.28,5300.0,2.83,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,8840.0,4760.0,6800.0,20221201,20230316,15.03,218.43,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231107,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22514.0,8.4,2486.0,34.31,5490.0,2.81,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9150.0,4930.0,7040.0,20221201,20230316,14.22,67.77,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231108,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22353.0,8.4,2486.0,34.3,5450.0,2.79,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9080.0,4900.0,6990.0,20221201,20230316,13.4,64.25,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231109,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22546.0,8.4,2486.0,34.3,5410.0,2.82,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9020.0,4860.0,6940.0,20221201,20230316,14.38,95.77,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231110,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,22546.0,8.4,2486.0,34.31,5460.0,2.82,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9100.0,4900.0,7000.0,20221201,20230316,14.38,107.62,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231113,138930,12,5000.0,16297.0,322088.0,0.17,7300.0,6120.0,22707.0,8.4,2486.0,34.28,5460.0,2.84,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9100.0,4900.0,7000.0,20221201,20230316,15.2,77.72,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231114,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22900.0,8.4,2486.0,34.29,5490.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9160.0,4940.0,7050.0,20221201,20230316,16.18,178.89,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231115,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22836.0,8.4,2486.0,34.24,5540.0,2.85,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9240.0,4980.0,7110.0,20221201,20230316,15.85,143.74,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231116,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22804.0,8.4,2486.0,34.15,5530.0,2.85,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9210.0,4970.0,7090.0,20221201,20230316,15.69,49.31,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231117,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22772.0,8.4,2486.0,34.14,5510.0,2.84,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9190.0,4950.0,7070.0,20221201,20230316,15.52,65.25,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231120,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22868.0,8.4,2486.0,34.14,5510.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9190.0,4950.0,7070.0,20221201,20230316,16.01,156.61,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231121,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22965.0,8.4,2486.0,34.15,5530.0,2.87,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9230.0,4970.0,7100.0,20221201,20230316,16.5,126.84,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231122,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22965.0,8.4,2486.0,34.15,5530.0,2.87,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9230.0,4970.0,7100.0,20221201,20230316,16.5,126.84,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231123,138930,12,5000.0,16297.0,322088.0,0.2,7300.0,6120.0,22900.0,8.4,2486.0,34.12,5510.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9190.0,4950.0,7070.0,20221201,20230316,16.18,92.32,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231126,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22965.0,8.4,2486.0,34.14,5540.0,2.87,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9240.0,4980.0,7110.0,20221201,20230316,16.5,69.25,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231127,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,23126.0,8.4,2486.0,34.15,5560.0,2.89,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9260.0,5000.0,7130.0,20221201,20230316,17.32,139.81,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231128,138930,12,5000.0,16297.0,322088.0,0.2,7300.0,6120.0,23158.0,8.4,2486.0,34.16,5600.0,2.89,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9330.0,5030.0,7180.0,20221201,20230316,17.48,135.36,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231129,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,23062.0,8.4,2486.0,34.09,5600.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9340.0,5040.0,7190.0,20221201,20230316,16.99,108.68,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231130,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,23094.0,8.4,2486.0,33.99,5580.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9300.0,5020.0,7160.0,20221201,20230316,17.16,94.49,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231201,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,23094.0,8.4,2486.0,33.95,5580.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9300.0,5020.0,7160.0,20221201,20230316,17.16,94.5,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231204,138930,12,5000.0,16297.0,322088.0,0.18,7300.0,6120.0,22965.0,8.4,2486.0,33.96,5580.0,2.87,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9300.0,5020.0,7160.0,20221201,20230316,16.5,170.31,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231205,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22933.0,8.4,2486.0,33.95,5560.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9260.0,5000.0,7130.0,20221201,20230316,16.34,66.36,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231206,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22997.0,8.4,2486.0,33.95,5550.0,2.87,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9250.0,4990.0,7120.0,20221201,20230316,16.67,126.23,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231207,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22997.0,8.4,2486.0,33.95,5550.0,2.87,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7460.0,6120.0,9250.0,4990.0,7120.0,20221201,20230316,16.67,126.23,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231208,138930,12,5000.0,16297.0,322088.0,0.19,7300.0,6120.0,22965.0,8.4,2486.0,33.87,5530.0,2.87,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7400.0,6120.0,9230.0,4970.0,7100.0,20221205,20230316,16.5,60.74,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231211,138930,12,5000.0,16297.0,322088.0,0.21,7300.0,6120.0,22900.0,8.4,2486.0,33.87,5560.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9260.0,5000.0,7130.0,20221213,20230316,16.18,91.46,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231212,138930,12,5000.0,16297.0,322088.0,0.21,7300.0,6120.0,22997.0,8.4,2486.0,33.86,5540.0,2.87,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9240.0,4980.0,7110.0,20221213,20230316,16.67,137.79,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231213,138930,12,5000.0,16297.0,322088.0,0.21,7300.0,6120.0,22997.0,8.4,2486.0,33.88,5560.0,2.87,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9280.0,5000.0,7140.0,20221213,20230316,16.67,58.89,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231214,138930,12,5000.0,16297.0,322088.0,0.21,7300.0,6120.0,23029.0,8.4,2486.0,33.87,5560.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9280.0,5000.0,7140.0,20221213,20230316,16.83,331.86,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231215,138930,12,5000.0,16297.0,322088.0,0.21,7300.0,6120.0,23029.0,8.4,2486.0,33.89,5570.0,2.88,0.24,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9290.0,5010.0,7150.0,20221213,20230316,16.83,92.56,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
20231218,138930,12,5000.0,16297.0,322088.0,0.22,7300.0,6120.0,22933.0,8.4,2486.0,33.99,5570.0,2.86,0.23,NaN,30349.0,47817.0,11589.0,8583.0,7380.0,6120.0,9290.0,5010.0,7150.0,20221213,20230316,16.34,63.12,275329.0,85.5,NaN,NaN,NaN,NaN,NaN
