date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,095570,12,1000.0,468.0,46822.0,1.26,6840.0,3920.0,1974.0,2.5,192.0,3.79,2860.0,21.94,0.54,4.23,7871.0,12084.0,754.0,88.0,7940.0,3920.0,5480.0,2955.0,4220.0,20220922,20230726,7.53,98.91,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20230925,095570,12,1000.0,468.0,46822.0,1.26,6840.0,3920.0,1974.0,2.5,192.0,3.79,2860.0,21.94,0.54,4.23,7871.0,12084.0,754.0,88.0,7940.0,3920.0,5480.0,2955.0,4220.0,20220922,20230726,7.53,98.91,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20230926,095570,12,1000.0,468.0,46822.0,1.25,6840.0,3920.0,1920.0,2.5,192.0,3.77,2820.0,21.34,0.52,4.2,7871.0,12084.0,754.0,88.0,7560.0,3920.0,5400.0,2910.0,4155.0,20220926,20230726,4.59,126.32,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20230927,095570,12,1000.0,468.0,46822.0,1.25,6840.0,3920.0,1969.0,2.5,192.0,3.75,2780.0,21.89,0.53,4.23,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5330.0,2870.0,4100.0,20221019,20230726,7.27,65.93,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20230928,095570,12,1000.0,468.0,46822.0,1.25,6840.0,3920.0,1969.0,2.5,192.0,3.73,2780.0,21.89,0.53,4.23,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5330.0,2870.0,4100.0,20221019,20230726,7.27,66.16,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20230929,095570,12,1000.0,468.0,46822.0,1.25,6840.0,3920.0,1969.0,2.5,192.0,3.73,2780.0,21.89,0.53,4.23,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5330.0,2870.0,4100.0,20221019,20230726,7.27,66.16,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231004,095570,12,1000.0,468.0,46822.0,1.25,6840.0,3920.0,1906.0,2.5,192.0,3.73,2850.0,21.18,0.52,4.2,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5460.0,2945.0,4205.0,20221019,20230726,3.83,149.3,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231005,095570,12,1000.0,468.0,46822.0,1.24,6840.0,3920.0,1889.0,2.5,192.0,3.63,2760.0,21.0,0.51,4.19,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5290.0,2850.0,4070.0,20221019,20230726,2.93,64.24,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231006,095570,12,1000.0,468.0,45253.0,1.24,6840.0,3920.0,1846.0,2.5,192.0,3.72,2740.0,21.23,0.52,4.17,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5240.0,2825.0,4035.0,20221019,20230726,4.08,56.92,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231010,095570,12,1000.0,468.0,45253.0,1.34,6840.0,3920.0,1792.0,2.5,192.0,3.72,2770.0,20.61,0.5,4.15,7871.0,12084.0,754.0,88.0,7490.0,3920.0,5300.0,2860.0,4080.0,20221019,20230726,1.02,240.92,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231011,095570,12,1000.0,468.0,45253.0,1.28,6840.0,3865.0,1783.0,2.5,192.0,3.65,2690.0,20.51,0.5,4.15,7871.0,12084.0,754.0,88.0,7490.0,3865.0,5140.0,2775.0,3960.0,20221019,20231011,1.94,211.2,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231012,095570,12,1000.0,468.0,45253.0,1.26,6840.0,3865.0,1799.0,2.5,192.0,3.61,2670.0,20.69,0.51,4.15,7871.0,12084.0,754.0,88.0,7490.0,3865.0,5120.0,2760.0,3940.0,20221019,20231011,2.85,51.98,15694.0,33.5,NaN,NaN,NaN,NaN,NaN
20231013,095570,12,1000.0,468.0,45253.0,1.24,6840.0,3865.0,1781.0,2.5,192.0,3.71,2700.0,20.48,0.5,4.15,7871.0,12084.0,754.0,88.0,7490.0,3865.0,5160.0,2785.0,3975.0,20221019,20231011,1.81,49.17,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231017,095570,12,1000.0,468.0,45253.0,1.3,6840.0,3830.0,1781.0,2.5,192.0,3.68,2670.0,20.48,0.5,4.15,7871.0,12084.0,754.0,88.0,7490.0,3830.0,5110.0,2755.0,3935.0,20221019,20231016,2.74,88.81,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231018,095570,12,1000.0,468.0,45253.0,1.29,6840.0,3830.0,1744.0,2.5,192.0,3.71,2700.0,20.06,0.49,4.13,7871.0,12084.0,754.0,88.0,7490.0,3830.0,5170.0,2790.0,3980.0,20221019,20231016,0.65,160.83,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231019,095570,12,1000.0,468.0,45253.0,1.29,6840.0,3730.0,1692.0,2.5,192.0,3.54,2620.0,19.46,0.48,4.11,7871.0,12084.0,754.0,88.0,7490.0,3730.0,5010.0,2700.0,3855.0,20221019,20231019,0.27,117.81,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231022,095570,12,1000.0,468.0,45253.0,1.3,6840.0,3570.0,1645.0,2.5,192.0,3.2,2540.0,18.92,0.46,4.09,7871.0,12084.0,754.0,88.0,7490.0,3570.0,4860.0,2620.0,3740.0,20221019,20231020,1.82,159.03,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231027,095570,12,1000.0,468.0,45253.0,1.17,6840.0,3570.0,1733.0,2.5,192.0,3.14,2610.0,19.93,0.49,4.13,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5000.0,2695.0,3850.0,20230203,20231020,7.28,225.4,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231030,095570,12,1000.0,468.0,45253.0,1.17,6840.0,3570.0,1758.0,2.5,192.0,3.14,2600.0,20.22,0.49,4.14,7871.0,12084.0,754.0,88.0,6840.0,3570.0,4975.0,2685.0,3830.0,20230203,20231020,8.82,26.77,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231031,095570,12,1000.0,468.0,45253.0,1.16,6840.0,3570.0,1754.0,2.5,192.0,3.13,2640.0,20.17,0.49,4.13,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5050.0,2720.0,3885.0,20230203,20231020,8.54,235.57,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231101,095570,12,1000.0,468.0,45253.0,1.15,6840.0,3570.0,1767.0,2.5,192.0,3.15,2630.0,20.32,0.5,4.14,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5030.0,2715.0,3875.0,20230203,20231020,9.38,155.16,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231102,095570,12,1000.0,468.0,45253.0,1.14,6840.0,3570.0,1778.0,2.5,192.0,3.22,2650.0,20.45,0.5,4.15,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5070.0,2735.0,3905.0,20230203,20231020,10.08,100.86,15694.0,34.7,NaN,NaN,NaN,NaN,NaN
20231103,095570,12,1000.0,468.0,45253.0,1.13,6840.0,3570.0,1824.0,2.5,192.0,3.26,2670.0,20.97,0.51,4.16,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5100.0,2755.0,3930.0,20230203,20231020,12.89,125.42,15627.0,34.5,NaN,NaN,NaN,NaN,NaN
20231106,095570,12,1000.0,468.0,45253.0,1.11,6840.0,3570.0,1844.0,2.5,192.0,3.32,2740.0,21.21,0.52,4.17,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5230.0,2825.0,4030.0,20230203,20231020,14.15,45.36,15627.0,34.5,NaN,NaN,NaN,NaN,NaN
20231107,095570,12,1000.0,468.0,45253.0,1.1,6840.0,3570.0,1824.0,2.5,192.0,3.31,2770.0,20.97,0.51,4.16,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5290.0,2855.0,4075.0,20230203,20231020,12.89,59.74,15627.0,34.5,NaN,NaN,NaN,NaN,NaN
20231108,095570,12,1000.0,468.0,45253.0,1.08,6840.0,3570.0,1830.0,2.5,192.0,3.29,2740.0,21.05,0.51,4.17,7871.0,12084.0,754.0,88.0,6840.0,3570.0,5230.0,2825.0,4030.0,20230203,20231020,13.31,78.72,15627.0,34.5,NaN,NaN,NaN,NaN,NaN
