date,sum_valuation_profit,d2_deposit,total_possess_count
20230502,6586614,31451,58
20230503,6438793,577406,57
20230504,6468753,577406,57
20230508,6959675,842074,57
20230509,6704445,694687,57
20230510,6622869,639936,57
20230511,6494014,803660,57
20230512,5984969,527415,57
20230515,5581916,5012581,52
20230516,5676112,14657772,42
20230517,5901453,6757024,50
20230518,6172500,10531789,46
20230519,6650166,13191244,44
20230522,6877030,17201184,40
20230523,6851618,17262685,40
20230524,6731522,18149381,39
20230525,6278437,18033979,39
20230526,6173510,19157094,38
20230530,6527191,22235904,35
20230531,6594994,19447421,38
20230601,6725085,16283641,41
20230602,7092549,12308849,45
20230605,7575924,13543564,44
20230607,7402906,12515652,45
20230608,7390251,14880956,43
20230609,7575755,15314556,43
20230612,7763532,14153602,44
20230613,7758262,13229236,45
20230614,7104502,10368964,48
20230615,6955230,12317330,46
20230616,7449159,11876238,47
20230619,7720652,11066429,48
20230620,7766723,12316392,47
20230621,7487118,9288728,50
20230622,7325130,5373409,54
20230623,6588923,5222951,54
20230626,6619992,3911073,55
20230627,6503558,3788152,55
20230628,6481815,2403068,56
20230629,5715806,5008540,53
20230630,6428887,6197819,52
20230703,7084740,6285183,52
20230704,7184264,8485138,50
20230705,7364725,11777384,47
20230706,6546916,12685842,46
20230707,6178302,13571024,45
20230710,6354197,10761695,48
20230711,6905021,10618275,48
20230712,7305906,2700895,56
20230713,7556744,742292,58
20230714,8010887,3048283,56
20230717,7966295,4970055,54
20230718,7606592,5959346,53
20230719,7617279,2048395,57
20230720,8166213,2088757,57
20230721,8079731,3314109,56
20230724,7407535,3130393,56
20230725,7831018,13609112,46
20230726,6281626,23212212,35
20230727,6898576,5345673,53
20230728,7169449,263160,58
20230731,8281213,601280,58
20230801,8865018,2373798,56
20230802,8549444,2682683,56
20230803,8263563,5404836,53
20230804,8465638,5445641,53
20230807,8351354,4615573,54
20230808,7944871,5585554,53
20230809,8283033,6929333,52
20230810,8621312,11131322,48
20230811,8883288,4127308,55
20230814,8345346,4036758,55
20230816,7241201,10474654,48
20230817,7030242,10328236,48
20230818,6983097,9524926,49
20230821,7112985,5685265,53
20230822,6905034,5708137,53
20230823,6993429,2783532,56
20230824,7291583,686918,58
20230825,7260376,1961909,57
20230828,8638388,2458164,57
20230829,9153366,8732750,51
20230830,9467802,7764750,52
20230831,9552700,9239975,51
20230901,9665196,6316826,54
20230904,9873869,8370007,52
20230905,9784722,9482097,51
20230906,9238694,5554536,55
20230907,8859020,10403534,50
20230908,8917203,7444424,53
20230911,8900678,3424392,57
20230912,8335471,5332870,55
20230913,8162798,3135074,57
20230914,9055860,430768,60
20230915,9870953,714085,60
20230918,9363594,566606,60
20230919,9135880,5095292,55
20230920,9136738,3339278,57
20230921,7986334,11681480,48
20230922,7974187,13164686,46
20230925,7711186,11129579,48
20230926,7051211,14653690,44
20230927,7610521,179471,59
20231004,5890815,11055114,47
20231005,5486161,10812392,47
20231006,5937542,716181,57
20231010,4862605,4992638,52
20231011,6077752,1003701,56
20231012,7135649,237544,57
20231013,6598203,62906,57
20231016,5981722,1008243,56
20231017,6848172,429682,57
20231018,6373352,938154,56
20231019,4737454,1896495,55
20231020,3711401,7619166,48
20231023,3145088,744932,55
20231024,4303500,363214,55
20231025,4649676,501333,55
20231026,3108142,211135,55
20231027,3119200,900188,54
20231030,3643074,796879,54
20231031,2746152,1420869,53
20231101,3310812,582822,54
20231102,4497872,632220,54
20231103,5519504,632220,54
20231106,7823279,586080,55
20231107,7016039,1792397,54
20231108,7003186,2513560,54
20231109,6888190,868053,56
20231110,6243992,739445,56
20231113,5647054,1576265,55
20231114,6305462,573705,56
20231115,7236311,596921,56
20231116,7669140,711571,56
20231117,7349661,1015577,56
20231120,8057318,179664,57
20231121,8442006,364137,57
20231122,8665634,523801,57
20231123,8518184,886258,57
20231124,8628189,141432,58
20231127,8720167,1437888,57
20231128,8756856,1759322,57
20231129,8577466,773272,58
20231130,9390604,120207,59
20231201,9823507,4436728,55
20231204,9507124,3571159,56
20231205,9268441,2511844,57
20231206,9439704,543844,59
20231207,9073489,961743,59
20231208,9526175,48467,60
20231211,9630452,915314,59
20231212,9832355,1114509,59
20231213,9958624,261212,60
20231214,10522865,526330,60
20231215,10777966,54574,61
20231218,11009863,372480,61
20231219,11102926,1480837,60
20231220,11653581,751067,61
20231221,11518925,5256364,57
20231222,11318165,6420809,56
20231226,11266087,1364833,61
20231227,10908790,558674,62
20231228,11462789,529084,62
20240102,11873925,1436808,61
20240103,11273626,5228566,57
20240104,11005987,1405315,61
20240105,10790911,3145715,59
20240108,10936653,1040366,61
20240109,11137869,5867994,56
20240110,11007465,4207667,58
20240111,11202666,4972321,58
20240112,10649298,6725423,56
20240115,10730443,10560574,52
20240116,10329514,15691904,47
20240117,9471316,20130119,42
20240118,9744782,16962361,45
20240119,10020915,11066304,51
20240122,9940580,11731939,50
20240123,10088281,6834663,55
20240124,9862541,3943472,58
20240125,9874713,998812,61
20240126,10333041,95346,62
20240129,10609302,4474053,58
20240130,10882791,5608146,57
20240131,10411462,6235686,56
20240201,11190443,2296744,60
20240202,12470574,746279,62
20240205,12496432,4126372,59
20240206,12027527,6206449,57
20240207,12868686,7542604,56
20240208,13307038,6999612,57
20240213,13932545,5076748,59
20240214,14066694,6362132,58
20240215,14312042,7891634,57
20240216,14776277,3935284,61
20240219,15356115,842599,65
20240220,14806011,9740975,56
20240221,14922827,11018981,55
20240222,14989415,10031861,56
20240223,14898105,12240101,54
20240226,14408547,12058861,54
20240227,13597459,15110233,51
20240228,14065726,11004694,55
20240229,14171079,10188160,56
20240304,14323559,5380023,61
20240305,13858644,16028716,50
20240306,13868103,15931596,50
20240307,13669787,12160921,54
20240308,14288078,11281409,55
20240311,13957260,9383451,57
20240312,14137923,11133406,55
20240313,14486485,8963755,57
20240314,15130988,7397882,59
20240315,14562389,9353303,57
20240318,14894724,10143121,56
20240319,14705220,9023743,57
20240320,14916915,8176086,58
20240321,15636481,5324254,61
20240322,15775613,5483007,61
20240325,15570444,8597550,58
20240326,15813667,9634717,57
20240327,15737876,8764159,58
20240328,15511415,7839423,59
20240329,15152945,2777010,64
20240401,15760890,1821863,65
20240402,14961123,831963,66
20240403,14561217,4592643,62
20240404,14391611,2252761,64
20240405,14002712,4984264,61
20240408,13527451,4616914,61
20240409,13454173,5926062,59
20240411,13166289,1486550,63
20240412,13155878,3631202,61
20240415,12826719,2370959,62
20240416,11880356,5135275,59
20240417,11822269,1005986,63
20240418,12713741,1001261,63
20240419,11829086,1018223,63
20240422,12913048,968742,63
20240423,12898715,228356,64
20240424,13567824,228356,64
20240425,13271166,202775,64
20240426,13399316,92176,64
20240429,13705458,1961813,62
20240430,14317540,966194,63
20240502,13975529,119301,64
20240503,14002728,1435770,63
20240507,14605355,687805,64
20240508,15158945,982630,64
20240509,15030678,3295863,62
20240510,15114771,2637180,63
20240513,15234510,4257420,62
20240514,15652248,9464247,57
20240516,16360743,3646710,63
20240517,15743785,10133212,57
20240520,15556135,12879592,54
20240521,15409713,18709856,48
20240522,15313468,20003350,47
20240523,15315064,20741888,46
20240524,15040219,24598732,42
20240527,15200243,24394396,42
20240528,15340839,25307813,41
20240529,15249609,23135395,43
20240530,14801128,24801226,41
20240531,14825204,27745603,38
20240603,15339172,25152257,41
20240604,15105472,24347126,42
20240605,15131078,23339633,43
20240607,15688153,21822366,45
