date,sum_valuation_profit,d2_deposit,total_possess_count
20220104,90970,42070434,8
20220105,91800,37106594,13
20220106,-66140,35151844,15
20220107,453911,28709974,22
20220110,242821,26736274,24
20220111,-227046,24766164,26
20220112,177042,19771693,31
20220113,27008,11844703,39
20220114,-210997,11075670,40
20220117,-809982,8086675,43
20220118,-1627532,6748335,44
20220119,-1971393,3201346,47
20220120,-661089,391280,50
20220121,-1508521,390513,50
20220124,-2910038,10738235,38
20220125,-4005443,18474752,29
20220126,-4439986,5598464,42
20220127,-5514279,8924865,38
20220128,-4509994,538825,46
20220203,-3642288,401852,46
20220204,-2860226,385541,46
20220207,-2792865,565051,46
20220208,-3231092,565051,46
20220209,-2302398,731437,46
20220210,-2581860,789637,46
20220211,-3343262,660229,46
20220214,-4486772,505972,46
20220215,-4998170,899714,46
20220216,-3288042,81814,47
20220217,-3588215,957139,46
20220218,-3134021,940607,46
20220221,-3199066,961599,46
20220222,-4072196,136665,47
20220223,-3395276,136665,47
20220224,-4678801,956594,46
20220225,-3480866,956594,46
20220228,-3126910,271421,47
20220302,-2245945,3646085,44
20220303,-1252780,182207,48
20220304,-1536503,491000,48
20220307,-2626024,1642789,47
20220308,-3038165,1743258,47
20220310,-1951982,759758,48
20220311,-1455009,20652,49
20220314,-2445700,2789937,46
20220315,-2832237,717220,48
20220316,-1760427,717220,48
20220317,-504611,98803,49
20220318,-37218,2530802,47
20220321,-204053,752038,49
20220322,250191,752038,49
20220323,634456,77009,50
20220324,750399,368649,50
20220325,906532,634391,50
20220328,788455,558935,50
20220329,1109630,678639,50
20220330,985048,678639,50
20220331,1381415,1014410,50
20220401,1110193,172793,51
20220404,1455428,1429824,50
20220405,1423044,1554411,50
20220406,1160519,847501,51
20220407,399174,739348,51
20220408,390730,2588482,49
20220411,298402,557886,51
20220412,-15117,534266,51
20220413,866465,691306,51
20220414,1383818,2041310,50
20220415,1143593,141954,52
20220418,977796,141954,52
20220419,1881525,438428,52
20220420,2068058,601601,52
20220421,1900915,555717,52
20220422,1755099,310982,52
20220425,593229,202525,52
20220426,783031,165924,52
20220427,13275,373771,51
20220428,134732,373771,51
20220429,410123,409387,51
20220502,57709,186914,51
20220503,238967,272242,51
20220504,-41725,416709,51
20220506,-773158,2938208,48
20220509,-2165557,5419789,45
20220510,-2746123,17546519,31
20220511,-2745396,16065766,33
20220512,-3777834,10702864,38
20220513,-3146954,12400697,36
20220516,-3160304,7421182,41
20220517,-2711249,6441368,42
20220518,-2889199,5441768,43
20220519,-3131418,4439062,44
20220520,-2604434,1830206,47
20220523,-2508525,3808458,45
20220524,-3193502,6720591,42
20220525,-2924016,6620852,42
20220526,-2617718,5939149,43
20220527,-2365251,6930214,42
20220530,-1891664,8928454,40
20220531,-1859103,7817357,41
20220602,-2048713,6444585,42
20220603,-1815492,8691019,40
20220607,-2169268,8691019,40
20220608,-1992471,10853161,38
20220609,-2276864,11634605,37
20220610,-2461085,13498293,35
20220613,-3662012,24793104,23
20220614,-4071698,32831438,14
20220615,-4577553,33610164,13
20220616,-4654645,28617565,18
20220617,-4676781,17794782,28
20220620,-5867473,20175839,25
20220621,-5486805,16424974,29
20220622,-6817812,22530933,22
20220623,-7052292,30629886,13
20220624,-6053900,111627,44
20220627,-4858158,107981,44
20220628,-4742867,107981,44
20220629,-4740233,548193,44
20220630,-5970259,1445658,43
20220701,-6647093,323696,44
20220704,-7225999,224051,44
20220705,-5645916,224051,44
20220706,-6089329,348250,44
20220707,-5299728,348250,44
20220708,-4737567,812500,44
20220711,-4870948,943289,44
20220712,-6039354,1739523,43
20220713,-5143414,750623,44
20220714,-5070374,821893,44
20220715,-5278257,975992,44
20220718,-4360421,81163,45
20220719,-4021057,6246001,39
20220720,-3503241,5546556,40
20220721,-2999658,5899973,40
20220722,-2972209,6164631,40
20220725,-2889739,5361783,41
20220726,-3110898,19194968,28
20220727,-3118208,18100472,29
20220728,-2916703,17101652,30
20220729,-2620230,14144262,33
20220801,-2297949,16395521,31
20220802,-2541157,16387334,31
20220803,-2280481,12439090,35
20220804,-1861679,12697322,35
20220805,-1594737,14129088,34
20220808,-1193075,18198731,30
20220809,-1070338,18386438,30
20220810,-1044047,18533444,30
20220811,-892961,14568984,34
20220812,-692783,13959075,35
20220816,-733852,13959075,35
20220817,-882359,15038807,34
20220818,-988796,19335655,30
20220819,-1146175,17339994,32
20220822,-1707507,19087128,30
20220823,-1999718,5203334,44
20220824,-1436984,3282047,46
20220825,-581789,323479,49
20220826,-524180,3728393,46
20220829,-1648187,7678754,42
20220830,-1076048,763991,49
20220831,-764300,763991,49
20220901,-1715555,1576698,48
20220902,-1987114,718318,49
20220905,-2320138,477848,49
20220906,-1898087,525765,49
20220907,-2890548,925742,48
20220908,-2624765,1604348,47
20220913,-1282163,785781,48
20220914,-2077038,113794,49
20220915,-1943468,113794,49
20220916,-2547108,180819,49
20220919,-3474609,1085942,48
20220920,-2923809,958355,48
20220921,-3295863,666075,48
20220922,-3628640,256524,48
20220923,-4240106,11197627,37
20220926,-5603062,25844987,20
20220927,-5675960,17152337,29
20220928,-6502651,16549561,29
20220929,-6562028,12370137,33
20220930,-6471395,1550112,44
20221004,-4986631,338866,45
20221005,-5547246,1459243,44
20221006,-4363582,938542,45
20221007,-4409739,143991,46
20221011,-6183464,3486826,42
20221012,-5812056,621454,45
20221013,-7172236,2150840,43
20221014,-5830152,155765,45
20221017,-5536369,472209,45
20221018,-4703219,472209,45
20221019,-5077812,472209,45
20221020,-5696608,405562,45
20221021,-6312143,193718,45
20221024,-5553810,258758,45
20221025,-5671968,99829,45
20221026,-5757830,84028,45
20221027,-4715819,243499,45
20221028,-5206824,317295,45
20221031,-4905251,181316,45
20221101,-4265374,421745,45
20221102,-4093225,955261,45
20221103,-4375236,140040,46
20221104,-4047348,188544,46
20221107,-3407532,188544,46
20221108,-2325171,537438,46
20221109,-2236783,537438,46
20221110,-2562877,537438,46
20221111,-1158101,132464,47
20221114,-739475,888877,47
20221115,389787,2924596,46
20221116,225827,250128,49
20221117,-262351,372317,49
20221118,-503223,110448,49
20221121,-1248770,110448,49
20221122,-1299488,72898,49
20221123,-337328,364716,49
20221124,358618,608565,49
20221125,475226,675957,49
20221128,-504776,2718589,47
20221129,270108,968339,49
20221130,522170,131500,50
20221201,1106147,116062,50
20221202,744550,2571457,48
20221205,875352,754297,50
20221206,-152335,933049,50
20221207,-211401,225333,51
20221208,-746958,2593250,48
20221209,101470,648354,50
20221212,135883,845269,50
20221213,174796,684685,50
20221214,725603,939952,50
20221215,498018,950241,50
20221216,422600,396145,51
20221219,306732,456113,51
20221220,-535723,398754,51
20221221,-334512,427853,51
20221222,165164,427853,51
20221223,-924973,4113046,47
20221226,-955372,750614,50
20221227,-594999,658886,50
20221228,-1221804,457601,50
20221229,-1789577,6250087,44
20230102,-2553865,10033433,39
20230103,-2600032,863033,48
20230104,-1537694,863033,48
20230105,-1643983,828210,48
20230106,-982145,277049,49
20230109,-53179,385423,49
20230110,153579,501694,49
20230111,753566,501694,49
20230112,1005731,966596,49
20230113,1061548,129732,50
20230116,1293835,537439,50
20230117,1166349,964377,50
20230118,1015289,876844,50
20230119,1104793,37538,51
20230120,1275737,37538,51
20230125,1775627,37538,51
20230126,2568942,913799,51
20230127,2834749,111835,52
20230130,2436989,121372,52
20230131,2801580,214460,52
20230201,3113625,588294,52
20230202,3713331,204408,53
20230203,3934503,174406,54
20230206,4067074,317168,54
20230207,4146104,419331,54
20230208,4631221,668277,54
20230209,4337219,549947,54
20230210,4035955,681975,54
20230213,4179780,849712,54
20230214,4468054,37140,55
20230215,3516410,933688,54
20230216,4195248,875740,54
20230217,4236094,1001667,54
20230220,4617908,930471,54
20230221,4813657,299592,55
20230222,4067870,299592,55
20230223,4406538,194441,55
20230224,4082292,399539,55
20230227,3986422,649715,55
20230228,4290947,3672172,52
20230302,4480419,412996,55
20230303,4687623,729791,55
20230306,4657069,862415,55
20230307,4986696,8926378,47
20230308,4769545,9950700,46
20230309,5427328,10314954,46
20230310,4580322,7454728,49
20230313,3646691,163504,56
20230314,1742952,12031162,43
20230315,2290830,881331,54
20230316,2074507,667032,54
20230317,2629841,494887,54
20230320,2935644,648176,54
20230321,2943428,651731,54
20230322,3385345,5082547,50
20230323,3092605,2327839,53
20230324,3632019,169343,55
20230327,3786939,321583,55
20230328,4427613,549549,55
20230329,5105085,709926,55
20230330,5470136,155821,56
20230331,5545004,156634,56
20230403,5871966,309120,56
20230404,6332174,826575,56
20230405,6829159,485318,57
20230406,6267989,292269,57
20230407,6484739,399744,57
20230410,5680657,358061,57
20230411,6911781,350362,57
20230412,7635306,495509,57
20230413,8020438,855981,57
20230414,8265471,855981,57
20230417,8583744,2366952,56
20230418,8372437,4466498,54
20230419,8906750,646671,58
20230420,7915004,710464,58
20230421,7382728,1318865,57
20230424,6847629,359967,58
20230425,6491684,11144897,47
20230426,6409568,2384404,56
20230427,6332928,1865541,56
20230428,6105138,816370,57
