date,sum_valuation_profit,d2_deposit,total_possess_count
20230116,128858582,559049209,54
20230117,129938265,569533849,53
20230118,126604321,569533849,53
20230119,124603717,519552877,58
20230120,127170381,509553557,59
20230125,134719358,509553557,59
20230126,145178561,510743666,59
20230127,147731123,500749186,60
20230130,142919937,500749186,60
20230131,144840223,490111709,61
20230201,153962111,480279146,62
20230202,162598474,470288146,63
20230203,164087297,460296206,64
20230206,161455446,440326346,66
20230207,164272203,430326986,67
20230208,170833938,466696991,64
20230209,169314168,456705191,65
20230210,161546566,446726391,66
20230213,162069785,459246432,65
20230214,167299665,481305723,63
20230215,154469278,490890056,62
20230216,167940895,480890066,63
20230217,170556112,478958646,63
20230220,180441175,493131782,62
20230221,187813137,540711780,58
20230222,184058224,540711780,58
20230223,187364801,510737280,61
20230224,185158455,551144512,59
20230227,180147398,551936376,59
20230228,186400110,582100472,56
20230302,190466141,572115552,57
20230303,194201143,552120790,59
20230306,199626430,564647406,58
20230307,199893280,759014551,42
20230308,201662314,786211596,40
20230309,202798954,786211596,40
20230310,194214405,784224488,40
20230313,188046458,744276978,44
20230314,171347520,793111388,39
20230315,179619701,773047945,41
20230316,175532580,771054669,41
20230317,180059739,761059749,42
20230320,183461594,761059749,42
20230321,184806051,802923113,38
20230322,187976173,803141851,38
20230323,183812612,783150146,40
20230324,187363676,773150711,41
20230327,191554527,773150711,41
20230328,193250310,781996943,40
20230329,194343016,781022986,40
20230330,197530155,779027351,40
20230331,201561883,779027351,40
20230403,210289340,789214011,40
20230404,214356791,827382881,37
20230405,216443470,836327412,36
20230406,215982001,836327412,36
20230407,216520978,826355412,37
20230410,212755329,851476601,35
20230411,217088508,843126011,36
20230412,216739162,821466691,38
20230413,216803452,811467143,39
20230414,218969573,801473993,40
20230417,220151709,770618696,43
20230418,222883526,770223216,43
20230419,224878199,772513660,43
20230420,220143342,772513660,43
20230421,212387420,780504958,42
20230424,207323719,771087817,43
20230425,200676421,804910463,40
20230426,198183681,774945093,43
20230427,198198425,754955943,45
20230428,202711046,735018743,47
20230502,211432473,717269011,49
20230503,207727293,727802530,48
20230504,207890976,715806875,49
20230508,209604420,695821275,51
20230509,209215609,706034251,50
20230510,211402100,714952054,49
20230511,212579917,704957032,50
20230512,212406501,702885033,50
20230515,212509840,740894474,47
20230516,218170856,788255143,43
20230517,224982411,779443393,44
20230518,226775167,779443393,44
20230519,228646757,769445293,45
20230522,229087635,769445293,45
20230523,234559179,799004213,42
20230524,235560712,814664270,41
20230525,229845505,814664270,41
20230526,227498512,812675248,41
20230530,226906429,802692888,42
20230531,224989398,824201787,40
20230601,227496825,814203227,41
20230602,230485066,804211826,42
20230605,233367102,805947258,42
20230607,235385124,819722902,41
20230608,233378832,829909336,40
20230609,235871971,829909336,40
20230612,235276220,829909336,40
20230613,237942518,877654312,35
20230614,233862703,865365957,36
20230615,236247558,865365957,36
20230616,245162088,863398143,36
20230619,247600274,916312458,32
20230620,248385200,935369420,30
20230621,249146616,935369420,30
20230622,249354010,935369420,30
20230623,245186883,943355260,29
20230626,244697696,942112699,29
20230627,247545646,991539240,25
20230628,246870307,1002274836,24
20230629,244700558,1010244257,23
20230630,249822666,970302159,27
20230703,251751613,970302159,27
20230704,253740128,1040986795,20
20230705,256055889,1031005795,21
20230706,252106197,1031005795,21
20230707,251181679,1031005795,21
20230710,251498059,1019885720,22
20230711,255845287,1023860276,22
20230712,259846334,1037847807,21
20230713,261546654,1038018982,22
20230714,261926790,1028030982,23
20230717,261927390,1030683906,23
20230718,262603377,1047081884,22
20230719,264609397,1037082734,23
20230720,265887544,1027084634,24
20230721,266815235,1027084634,24
20230724,264322108,1043054766,22
20230725,266649255,1041176559,22
20230726,262125331,1061665801,21
20230727,262883149,1069515452,20
20230728,264883727,1059516812,21
20230731,268020362,1049517247,22
20230801,271513558,1049517247,22
20230802,269785916,1049517247,22
20230803,272296365,1049517247,22
20230804,272749068,1049517247,22
20230807,271584094,1061554001,21
20230808,269689064,1061554001,21
20230809,273201835,1061554001,21
20230810,274051445,1051555631,22
20230811,273719819,1051555631,22
20230814,269395617,1051555631,22
20230816,265348761,1077516254,19
20230817,264350699,1075518566,19
20230818,261454448,1065690566,20
20230821,263515497,1065690566,20
20230822,262453786,1065690566,20
20230823,260628700,1055695006,21
20230824,261309717,1045702046,22
20230825,259465471,1025806146,24
20230828,264153106,1025806146,24
20230829,267206286,1025806146,24
20230830,267728910,1044294119,22
20230831,267259676,1034300919,23
20230901,266454225,1034300919,23
20230904,268554282,1034300919,23
20230905,267808610,1033853565,23
20230906,267766109,1033853565,23
20230907,267249633,1033853565,23
20230908,269218250,1023949065,24
20230911,269785992,1042714457,22
20230912,266353738,1068655378,19
20230913,266273530,1080568223,18
20230914,269949540,1030616973,23
20230915,272841141,1020627843,24
20230918,270414295,1020627843,24
20230919,268595477,1042553682,22
20230920,269492749,1032563282,23
20230921,264851205,1032563282,23
20230922,262817110,1022563282,24
20230925,261391607,1012564146,25
20230926,256820888,1023343121,24
20230927,259070363,1014838957,25
20231004,249062672,1014838957,25
20231005,245871169,1006447448,26
20231006,248610041,986453443,28
20231010,244852965,986453443,28
20231011,251066900,996423818,27
20231012,257521121,996423818,27
20231013,255520971,996423818,27
20231016,253728810,1004417077,26
20231017,257912362,993649826,27
20231018,256019004,1002925203,26
20231019,247191836,1018781187,24
20231020,242101241,1034724488,22
20231023,240670792,1004751708,25
20231024,245291642,982656704,27
20231025,245349713,983497228,27
20231026,239335766,981490076,27
20231027,239463486,929355971,32
20231030,242822892,869405451,38
20231031,234515872,885660134,36
20231101,241118872,865666284,38
20231102,259162128,805967117,45
20231103,265058721,795973497,46
20231106,290854671,786007597,47
20231107,279230965,797457271,46
20231108,274183229,796181419,46
20231109,274620268,796181419,46
20231110,270932364,786191299,47
20231113,261233037,776215299,48
20231114,269984746,773499014,48
20231115,281140229,753517024,50
20231116,286368923,743520824,51
20231117,277489522,743520824,51
20231120,283550685,723525059,53
20231121,288226386,713468170,54
20231122,289744535,723527937,53
20231123,286435498,713529897,54
20231124,290602863,713529897,54
20231127,290015332,712491296,54
20231128,290852319,729714725,52
20231129,293425930,709715949,54
20231130,305114988,699726749,55
20231201,304792095,719762849,54
20231204,302480187,719762849,54
20231205,299731025,740493213,52
20231206,302659863,741421621,52
20231207,305645336,741421621,52
20231208,312671008,731426031,53
20231211,312822567,731426031,53
20231212,315726560,721426801,54
20231213,314714313,721426801,54
20231214,322686823,701570101,56
20231215,321247892,671582451,59
20231218,329657937,671582451,59
20231219,334134701,671582451,59
20231220,342972141,671582451,59
20231221,336027107,671582451,59
20231222,335945054,671582451,59
20231226,332105178,685155611,58
20231227,329143340,813815484,47
20231228,335119294,803823834,48
20240102,342393713,781828906,50
20240103,336631218,986677162,33
20240104,336585243,976686962,34
20240105,337927334,956699202,36
20240108,345198277,986184958,34
20240109,347158204,987500222,34
20240110,344259054,998113320,33
20240111,344063247,998113320,33
20240112,340236230,998113320,33
20240115,339450421,998113320,33
20240116,338121182,1065482637,27
20240117,331185015,1065482637,27
20240118,332969152,1055489437,28
20240119,335968969,1055489437,28
20240122,335182974,1064769516,27
20240123,337610494,1075036545,26
20240124,333987408,1065038505,27
20240125,334116975,1045050965,29
20240126,336682714,1005234505,33
20240129,335780822,1020161141,32
20240130,337301297,1051424915,29
20240131,334945726,1051424915,29
20240201,338756296,1038835680,30
20240202,347802054,1028835976,31
20240205,349435968,1036817965,30
20240206,347930991,1045793748,29
20240207,354154164,1067625324,28
20240208,354135468,1067625324,28
20240213,357071487,1067625324,28
20240214,357569317,1130410801,22
20240215,359068555,1120415901,23
20240216,359719725,1110418881,24
20240219,362004402,1080432791,27
20240220,361638836,1078437989,27
20240221,360515483,1078437989,27
20240222,360143492,1068448409,28
20240223,357845768,1058458409,29
20240226,355052471,1058458409,29
20240227,352315960,1086273247,26
20240228,355618488,1076274257,27
20240229,359079590,1076274257,27
20240304,359622775,1056287337,29
20240305,359926278,1076456391,27
20240306,358440004,1095577939,25
20240307,357211210,1085583539,26
20240308,357114814,1075613739,27
20240311,353707262,1065615519,28
20240312,354650658,1074210779,27
20240313,355081800,1074210779,27
20240314,355749445,1064230129,28
20240315,352775722,1064230129,28
20240318,358309492,1064230129,28
20240319,356478908,1053848593,29
20240320,359924364,1043862803,30
20240321,365398871,1043862803,30
20240322,365304430,1043862803,30
20240325,362984257,1033866403,31
20240326,362697966,1066170735,28
20240327,362745493,1092055351,26
20240328,362414104,1092055351,26
20240329,363267438,1082061791,27
20240401,364648052,1082061791,27
20240402,362137931,1122072754,23
20240403,360370813,1122072754,23
20240404,362119166,1112072764,24
20240405,355491827,1102075699,25
20240408,353458531,1090080965,26
20240409,352415894,1098867537,26
20240411,351100494,1098867537,26
20240412,349657191,1098867537,26
20240415,349065116,1098867537,26
20240416,342574472,1117493800,24
20240417,345338003,1114958225,24
20240418,351706644,1065003726,29
20240419,346691325,1072986364,28
20240422,348656148,1071435809,28
20240423,351738649,1073966767,28
20240424,357676346,1072545878,28
20240425,355731771,1092494175,27
20240426,355366355,1082494685,28
20240429,356448324,1082494685,28
20240430,361136384,1072041223,29
20240502,361590107,1062051703,30
20240503,362319819,1062051703,30
20240507,363418406,1081620242,28
20240508,365399184,1051624397,31
20240509,364871201,1031837197,33
20240510,364690452,1031837197,33
20240513,362752006,1040613624,32
20240514,365555622,1039736016,32
20240516,367659916,1019758246,34
20240517,364258140,1019758246,34
20240520,365700236,1019758246,34
20240521,364039862,1033186264,33
20240522,364428810,1033186264,33
20240523,363863368,1023196264,34
