date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2101.0,5.0,5910.0,26.6,32560.0,7.34,0.36,2.08,121688.0,9836.0,465.0,296.0,52700.0,42750.0,57200.0,30800.0,44000.0,20221214,20230726,1.52,212.78,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20230925,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2101.0,5.0,5910.0,26.6,32560.0,7.34,0.36,2.08,121688.0,9836.0,465.0,296.0,52700.0,42750.0,57200.0,30800.0,44000.0,20221214,20230726,1.52,212.78,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20230926,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2108.0,5.0,5910.0,26.59,32190.0,7.37,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,1.87,87.49,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20230927,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2122.0,5.0,5910.0,26.59,32220.0,7.42,0.36,2.11,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56600.0,30500.0,43550.0,20221214,20230726,2.57,81.19,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20230928,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2122.0,5.0,5910.0,26.6,32220.0,7.42,0.36,2.11,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56600.0,30500.0,43550.0,20221214,20230726,2.57,81.19,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20230929,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2122.0,5.0,5910.0,26.6,32220.0,7.42,0.36,2.11,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56600.0,30500.0,43550.0,20221214,20230726,2.57,81.19,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231004,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2105.0,5.0,5910.0,26.6,32440.0,7.36,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,57000.0,30700.0,43850.0,20221214,20230726,1.75,385.73,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231005,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2105.0,5.0,5910.0,26.61,32190.0,7.36,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,1.75,34.7,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231006,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2105.0,5.0,5910.0,26.61,32190.0,7.36,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,1.75,120.17,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231010,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2105.0,5.0,5910.0,26.6,32190.0,7.36,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,1.75,70.44,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231011,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2105.0,5.0,5910.0,26.6,32190.0,7.36,0.36,2.09,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,1.75,74.01,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231012,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2113.0,5.0,5910.0,26.6,32190.0,7.39,0.36,2.1,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56500.0,30450.0,43500.0,20221214,20230726,2.11,43.58,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231013,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2113.0,5.0,5910.0,26.6,32300.0,7.39,0.36,2.1,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56700.0,30600.0,43650.0,20221214,20230726,2.11,290.85,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231017,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2091.0,5.0,5910.0,26.6,32300.0,7.31,0.36,2.07,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56700.0,30600.0,43650.0,20221214,20230726,1.05,116.65,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
20231018,025000,12,5000.0,242.0,4840.0,0.01,50800.0,42750.0,2101.0,5.0,5910.0,26.59,32150.0,7.34,0.36,2.08,121688.0,9836.0,465.0,296.0,52700.0,42750.0,56400.0,30450.0,43450.0,20221214,20230726,1.52,199.45,1638.0,33.9,NaN,NaN,NaN,NaN,NaN
