date,sum_valuation_profit,d2_deposit,total_possess_count
20221028,-13490868,2609778,98
20221031,-3905839,5202869,98
20221101,8482274,8529228,98
20221102,12504614,3095425,99
20221103,2158783,3689900,99
20221104,6643118,4325131,99
20221107,21581286,4875398,99
20221108,44180831,161931,101
20221109,49930737,3137386,101
20221110,40284921,3378675,101
20221111,74047411,102884575,93
20221114,80656297,171036119,88
20221115,92680249,324667128,74
20221116,92007316,294698668,77
20221117,81821402,314841611,75
20221118,80535889,305619106,76
20221121,68277712,304619547,76
20221122,65154051,335100875,73
20221123,70956953,144233735,92
20221124,89813322,140890983,93
20221125,90372467,174864495,90
20221128,73883446,208114636,87
20221129,89171503,204381650,88
20221130,93930464,167873877,92
20221201,104165619,137993835,95
20221202,99348055,212997286,88
20221205,99185729,184286654,91
20221206,80852791,236536885,86
20221207,77707834,244947726,85
20221208,71831025,300289135,79
20221209,82265668,320825054,77
20221212,81210116,280299916,81
20221213,82698857,271323500,82
20221214,93712719,171734026,92
20221215,89636294,173303608,92
20221216,83734835,153815496,94
20221219,85405133,187676095,91
20221220,69267653,239913002,85
20221221,73507694,209241943,88
20221222,79284710,98490604,99
20221223,56855598,207515516,87
20221226,56562507,203790820,87
20221227,66729749,14714097,106
20221228,50288256,18696743,105
20221229,32960267,84612068,98
20230102,18246531,196500201,85
20230103,19019606,195486478,84
20230104,34501967,5142995,103
20230105,34106661,7286103,103
20230106,48786124,361723,104
20230109,70156146,2135701,104
20230110,77333380,686037,105
20230111,91094717,2205901,105
20230112,93427790,9213103,105
20230113,94083172,2614100,106
20230116,100591145,3068683,107
20230117,98312145,39992313,104
20230118,96003792,30530744,105
20230119,95612649,726975,108
20230120,100535049,726975,108
20230125,115866939,6312582,108
20230126,130996382,138836793,96
20230127,133475964,235020224,87
20230130,128368049,238271398,87
20230131,132640910,200320871,91
20230201,135563179,143379078,97
20230202,148945171,172876563,95
20230203,153509745,235969972,90
20230206,153994427,329578182,82
20230207,155024995,301800464,85
20230208,162750943,264861474,89
20230209,160411206,259061243,90
20230210,154690058,298553984,86
20230213,155651000,270483699,89
20230214,159248196,272189322,89
20230215,144756212,261689601,90
20230216,154414788,288951336,87
20230217,155399606,311087671,85
20230220,161465455,223414423,94
20230221,162050321,196126749,97
20230222,147648642,183844289,98
20230223,153206707,173833428,99
20230224,148499909,175506404,99
20230227,147790915,227679895,94
20230228,157287477,308965523,86
20230302,160526790,280840195,89
20230303,163817443,341318077,83
20230306,164117538,361690871,81
20230307,166340289,433335249,74
20230308,160514896,444678179,73
20230309,167383857,475790100,70
20230310,153803833,548877384,62
20230313,143789653,541107826,62
20230314,122784841,688749559,46
20230315,129122149,566785362,58
20230316,125287198,533380904,61
20230317,131707565,471636944,67
20230320,133791347,481111793,66
20230321,132444802,439664522,70
20230322,137964470,485563178,66
20230323,133741776,504188348,64
20230324,141878890,525056211,62
20230327,144160133,507750764,64
20230328,152934833,530746930,62
20230329,157083490,480758380,67
20230330,161663451,476138123,68
20230331,161932040,436155992,72
20230403,165676513,399376016,76
20230404,171282350,382511838,78
20230405,177531877,403643028,77
20230406,169482352,391585707,78
20230407,173593968,344300576,83
20230410,165632189,396199075,78
20230411,179915310,368027536,81
20230412,190339734,321256710,86
20230413,195385626,355824476,83
20230414,200598622,315874756,87
20230417,203648384,360229353,83
20230418,200010172,463696061,73
20230419,207873475,416750570,78
20230420,196807417,428168000,77
20230421,190542269,446777016,75
20230424,182387187,446738152,75
20230425,175916684,562036404,63
20230426,173745240,501691812,69
20230427,172228031,497348135,69
20230428,176580526,423726915,77
20230502,184482532,354667723,84
20230503,183781575,331673866,86
20230504,185712706,343413838,85
20230508,192731755,346635462,85
20230509,190038457,345029584,85
20230510,189375185,333902274,86
20230511,190751130,298742536,90
20230512,185548912,387877818,81
20230515,178129783,470771466,72
20230516,180395859,597282768,59
20230517,185482205,536349779,65
20230518,189996893,576239169,61
20230519,195601619,622657369,57
20230522,197989201,643815654,55
20230523,198134272,634338954,56
20230524,196369574,643324138,55
20230525,190085144,642231957,55
20230526,188101492,663542251,53
20230530,192373204,684266826,51
20230531,194409253,717778598,48
20230601,195722181,686751624,51
20230602,200055255,708500834,49
20230605,204246744,738719512,46
20230607,202697515,738476399,46
20230608,202835509,763130459,44
20230609,205102171,766046534,44
20230612,207468056,764692508,44
20230613,208018123,775380644,43
20230614,201820242,746009571,46
20230615,200463940,775251548,43
20230616,204729496,768192859,44
20230619,206983623,739402389,47
20230620,207521360,732050354,48
20230621,205089989,701439454,51
20230622,203313076,671811117,54
20230623,195533443,670092245,54
20230626,195868189,648055906,56
20230627,194056915,648036001,56
20230628,193903768,645715615,56
20230629,186197986,670709215,53
20230630,193282124,682643104,52
20230703,200043511,673503964,53
20230704,201106262,695366311,51
20230705,202771458,728988202,48
20230706,193991690,738114735,47
20230707,189899830,765501792,44
20230710,191705574,733668069,47
20230711,197389393,724053281,48
20230712,201452102,644171541,56
20230713,204054934,604582408,60
20230714,208488988,627466293,58
20230717,207992231,647582560,56
20230718,204464643,666244178,54
20230719,204184754,627753317,58
20230720,209704683,628218389,58
20230721,208284233,630595447,58
20230724,201189717,637526104,57
20230725,205449926,732025503,48
20230726,189516549,832229805,37
20230727,196193202,661406620,54
20230728,198372895,560453056,64
20230731,210751660,543897955,66
20230801,217759949,563298446,64
20230802,212973681,576470630,63
20230803,210832059,604314898,60
20230804,212476474,605761355,60
20230807,211492962,605572298,60
20230808,207186755,605662818,60
20230809,212971201,639577188,57
20230810,217045688,682083459,53
20230811,220140281,621379531,59
20230814,214034237,630681436,58
20230816,202120108,705893421,50
20230817,200231902,694500680,51
20230818,198440150,683363008,52
20230821,199960099,635030644,57
20230822,198313263,656571683,55
20230823,199138824,627235687,58
20230824,202587107,586260376,62
20230825,202395932,588953621,62
20230828,217258651,614280691,60
20230829,223528384,709573139,51
20230830,227466434,699602739,52
20230831,228915426,736327966,49
20230901,230524782,706976994,52
20230904,232686708,717476393,51
20230905,231720842,728573264,50
20230906,226096648,687825892,54
20230907,222181821,727718284,50
20230908,222860488,697294775,53
20230911,222704979,656305399,57
20230912,217009593,675568367,55
20230913,215237275,653547641,57
20230914,224298707,616348621,61
20230915,232497253,579395812,65
20230918,226121225,557951961,67
20230919,222881790,605997658,62
20230920,222296898,607905435,62
20230921,209383887,683652562,54
20230922,208682442,725591645,49
20230925,206226374,704415313,51
20230926,199380345,749487646,46
20230927,204953425,571908079,64
20231004,185544802,672357029,53
20231005,181505265,679522428,52
20231006,186072612,578525858,62
20231010,174892171,623052964,57
20231011,187711706,502786563,69
20231012,200380009,425521082,77
20231013,193690900,424533280,77
20231016,184088671,443342658,75
20231017,195340118,445507503,75
20231018,188434270,428469393,76
20231019,165372297,466097331,72
20231020,151125652,569353482,60
20231023,143295313,448996996,72
20231024,158885502,393703104,77
20231025,160586809,394757169,77
20231026,138191609,439160872,72
20231027,138144784,268437568,89
20231030,145253473,196945260,96
20231031,124981898,228705613,92
20231101,133205115,170861814,98
20231102,161845376,3444747,115
20231103,179220814,3444747,115
20231106,228401527,50190602,112
20231107,213329391,76364718,110
20231108,213267833,94764395,109
20231109,210712522,90057398,110
20231110,198727592,90219000,110
20231113,187166682,109797542,108
20231114,201936624,18875836,117
20231115,224288951,2514334,119
20231116,232796755,5375816,119
20231117,223992806,67623957,113
20231120,240151642,50503866,115
20231121,250071339,106864169,110
20231122,253653015,93106181,112
20231123,251791986,118412888,110
20231124,256189680,183613068,104
20231127,253467316,214671423,101
20231128,255484637,322514938,91
20231129,249650641,272537617,96
20231130,260896361,352029523,89
20231201,262478401,396411254,85
20231204,258922674,461539252,79
20231205,254547296,531213553,72
20231206,255812459,452852765,80
20231207,249455619,463892899,79
20231208,257173708,435267527,82
20231211,260917092,396987291,86
20231212,266469301,460910550,80
20231213,264806111,484801469,78
20231214,273253303,517321982,75
20231215,276393412,553852893,72
20231218,281317435,598207947,68
20231219,282663802,609490707,67
20231220,288814264,561065757,72
20231221,285112876,595159573,69
20231222,283404614,586472946,70
20231226,283241176,597851725,69
20231227,281044062,558554517,73
20231228,288860525,559257543,73
20240102,294583134,591438106,70
20240103,288103095,649118599,64
20240104,285351215,639624172,65
20240105,282700102,648534798,64
20240108,284996872,657544616,63
20240109,287255413,728680566,56
20240110,286663495,721865486,57
20240111,288378269,734747717,56
20240112,282069485,761057486,53
20240115,283180821,782073057,51
20240116,278620232,851345911,44
20240117,270502832,876929123,41
20240118,273390827,836437589,45
20240119,276011430,767167343,52
20240122,275273019,796199635,49
20240123,276407656,737070953,55
20240124,274034004,696106328,59
20240125,274087471,646180208,64
20240126,279256381,585044959,70
20240129,283520215,648449874,64
20240130,287499084,692294209,60
20240131,282267393,699276865,59
20240201,290150772,688816074,60
20240202,303098827,665345486,63
20240205,303395846,677895315,62
20240206,298667114,699574279,60
20240207,305136803,701592820,60
20240208,308974028,705490436,60
20240213,315879874,686035209,62
20240214,317925316,697411771,61
20240215,320708600,733967977,58
20240216,325419199,695025778,62
20240219,331577428,649406654,67
20240220,325972965,731430291,59
20240221,327884469,754084529,57
20240222,328015053,755613470,57
20240223,326610387,767765391,56
20240226,321269434,766239568,56
20240227,313161831,859071281,47
20240228,316943820,807179919,52
20240229,317654849,788932901,54
20240304,319468666,727070842,60
20240305,314475157,813039641,51
20240306,313928488,803056091,52
20240307,312516774,775267577,55
20240308,319305527,769127056,56
20240311,314909208,758682100,57
20240312,316793403,766466482,56
20240313,320377963,744486260,58
20240314,326843356,728458064,60
20240315,320935520,748812469,58
20240318,324084663,760015803,57
20240319,322522117,750165629,58
20240320,324435823,741703790,59
20240321,331497703,723072610,61
20240322,332881337,724649856,61
20240325,331012659,755907275,58
20240326,333517279,785540593,55
20240327,332931434,766633465,57
20240328,330363477,757141689,58
20240329,326994208,706169246,63
20240401,333068189,706689075,63
20240402,325002264,696711925,64
20240403,320969701,735161552,60
20240404,319212474,711269249,62
20240405,315312530,728719058,60
20240408,310540194,724709457,60
20240409,309659206,728252392,59
20240411,306681845,683584301,63
20240412,306329559,704931317,61
20240415,302991653,691999525,62
20240416,293440250,719927955,59
20240417,292452267,627968957,68
20240418,305838042,409859447,90
20240419,292306334,408499090,90
20240422,307216558,377531445,93
20240423,310569329,381909522,93
20240424,320443668,332000772,98
20240425,314507032,311757272,100
20240426,316485647,271499090,104
20240429,321968023,290517854,102
20240430,334255852,319692819,99
20240502,332683083,324256575,99
20240503,333605985,380223071,94
20240507,343141172,333770280,99
20240508,351498600,298468575,103
20240509,345891425,309506656,102
20240510,347126572,344381734,99
20240513,349630532,400744909,94
20240514,353763434,483528017,86
20240516,364731954,466362976,88
20240517,353464755,551664473,80
20240520,350345697,640502664,71
20240521,348110182,821529335,53
20240522,348885960,824867050,53
20240523,348824521,844742845,51
20240524,346662572,891103721,46
20240527,348966611,892905535,46
20240528,350024803,920584898,43
20240529,349331528,907389923,44
20240530,345177524,915376241,43
20240531,345217194,963821865,38
20240603,350913609,937181171,41
20240604,348762657,928894409,42
20240605,348538771,907930186,44
20240607,354353661,892658112,46
20240610,357413658,975544899,38
20240611,357744192,1009809183,35
20240612,358211293,989839383,37
20240613,359185344,970061183,39
20240614,357369204,1009342098,35
20240617,359093446,1022438964,34
20240618,361002637,1002781308,36
20240619,360729325,984372939,38
20240620,362073954,953375526,41
20240621,359905111,945276715,42
20240624,357048197,946930014,42
20240625,357163160,964998348,40
20240626,357324606,964998348,40
20240627,358966038,944342591,42
20240628,361703271,932252678,43
20240701,359183722,931881311,43
20240702,356088510,901187399,46
20240703,353676108,861225534,50
20240704,358086393,817975426,54
20240705,358916217,788022926,57
20240708,358215569,807163969,55
20240709,360266710,841091002,52
20240710,361994236,831099362,53
20240711,359906099,819282676,54
20240712,352972075,833351179,52
20240715,353403507,813795789,54
20240716,354790763,858792520,50
20240717,356411782,818917570,54
20240718,349033215,853115090,50
20240719,348505882,840875369,51
20240722,344827830,820880329,53
20240723,344704460,881815098,47
20240724,343765996,880677814,47
20240725,335064174,878964775,47
20240726,337896544,835288654,51
20240729,342576903,832985940,51
20240730,341073273,863758674,48
20240731,345240385,771489352,57
20240801,348602660,790372861,55
20240802,327849496,837710452,50
20240805,293536380,1142936913,16
20240806,296196425,1130828770,17
20240807,298515905,841526890,46
20240808,297390331,691657740,61
20240809,307051850,615771006,69
20240812,317112415,558376559,75
20240813,313612944,558482135,75
20240814,332162658,578162849,74
20240816,342188741,620732431,70
20240819,339504307,653724614,67
20240820,346925164,627810089,70
20240821,343449901,608165409,72
20240822,338558649,618723523,71
20240823,334012167,618936926,71
20240826,332057860,640536227,69
20240827,330218644,701609008,63
20240828,326609754,677581174,65
20240829,318116112,713166133,61
20240830,322118239,673186098,65
20240902,320959361,712226569,61
20240903,317775429,640732826,68
20240904,294642880,701161010,61
20240905,293361513,659091531,65
20240906,284812034,734170978,57
20240909,292195682,556960314,74
20240910,288829305,656302443,64
20240911,286905239,650761214,65
20240912,302697819,531268868,77
20240913,307813321,531264660,77
20240919,309823006,531902967,77
20240920,312831355,598493197,71
20240923,318320020,568300490,74
20240924,325548015,561012246,75
20240925,322064023,615203349,70
20240926,339017035,599840336,72
20240927,337620298,601032139,72
20240930,327605423,631444886,69
20241002,317874618,668286716,65
20241004,321420858,628224741,69
20241007,333925219,590682616,73
20241008,329466336,600422596,72
20241010,328661880,582040184,74
20241011,330143974,745759430,58
20241014,331644273,668962406,66
20241015,331479239,791295703,54
20241016,330053329,731006430,60
20241017,323435128,699566637,63
