date,code,settlement_month,par_value,capital_stock,listed_stock,credit_rate,year_highest,year_lowest,market_cap,ROE,EPS,foreign_rate,sub_price,PER,PBR,EV,BPS,gross_profit,operation_income,net_income,250highest,250lowest,upper_limit,lower_limit,standard_price,250highest_date,250lowest_date,250lowest_rate,trading_rate,outstanding_stock,outstanding_rate,회사명,종목코드,업종,주요제품,상장일
20230923,294870,12,5000.0,3295.0,65907.0,0.84,13170.0,9290.0,6769.0,1.8,764.0,7.11,7860.0,13.44,0.23,7.7,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13450.0,7250.0,10350.0,20230522,20230103,10.55,108.86,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20230925,294870,12,5000.0,3295.0,65907.0,0.84,13170.0,9290.0,6769.0,1.8,764.0,7.11,7860.0,13.44,0.23,7.7,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13450.0,7250.0,10350.0,20230522,20230103,10.55,108.86,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20230926,294870,12,5000.0,3295.0,65907.0,0.87,13170.0,9290.0,6663.0,1.8,764.0,7.09,7760.0,13.23,0.23,7.64,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13280.0,7160.0,10220.0,20230522,20230103,8.83,171.84,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20230927,294870,12,5000.0,3295.0,65907.0,0.9,13170.0,9290.0,6736.0,1.8,764.0,7.02,7680.0,13.37,0.23,7.68,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13140.0,7080.0,10110.0,20230522,20230103,10.01,38.18,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20230928,294870,12,5000.0,3295.0,65907.0,0.9,13170.0,9290.0,6736.0,1.8,764.0,7.03,7680.0,13.37,0.23,7.68,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13140.0,7080.0,10110.0,20230522,20230103,10.01,38.92,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20230929,294870,12,5000.0,3295.0,65907.0,0.88,13170.0,9290.0,6736.0,1.8,764.0,7.03,7680.0,13.37,0.23,7.68,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13140.0,7080.0,10110.0,20230522,20230103,10.01,38.92,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231004,294870,12,5000.0,3295.0,65907.0,0.88,13170.0,9290.0,6650.0,1.8,764.0,7.03,7560.0,13.2,0.23,7.63,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13280.0,7160.0,10220.0,20230522,20230103,8.61,193.89,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231005,294870,12,5000.0,3295.0,65907.0,0.9,13170.0,9290.0,6624.0,1.8,764.0,7.01,7460.0,13.15,0.23,7.62,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13110.0,7070.0,10090.0,20230522,20230103,8.18,108.68,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231006,294870,12,5000.0,3295.0,65907.0,0.88,13170.0,9290.0,6637.0,1.8,764.0,6.95,7430.0,13.18,0.23,7.62,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13060.0,7040.0,10050.0,20230522,20230103,8.4,41.74,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231010,294870,12,5000.0,3295.0,65907.0,0.88,13170.0,9290.0,6663.0,1.8,764.0,6.94,7450.0,13.23,0.23,7.64,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13090.0,7050.0,10070.0,20230522,20230103,8.83,246.57,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231011,294870,12,5000.0,3295.0,65907.0,0.9,13170.0,9290.0,6663.0,1.8,764.0,6.93,7480.0,13.23,0.23,7.64,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13140.0,7080.0,10110.0,20230522,20230103,8.83,69.86,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
20231012,294870,12,5000.0,3295.0,65907.0,0.9,13170.0,9290.0,6868.0,1.8,764.0,6.88,7480.0,13.63,0.24,7.77,43924.0,32983.0,1164.0,502.0,13170.0,9290.0,13140.0,7080.0,10110.0,20230522,20230103,12.16,175.06,35824.0,54.4,NaN,NaN,NaN,NaN,NaN
