date,sum_valuation_profit,d2_deposit,total_possess_count
20220708,-1442240,19603050,39
20220711,-1839871,19603050,39
20220712,-4180829,24646878,36
20220713,-3514972,24646878,36
20220714,-3031984,24646878,36
20220715,-3739344,22658878,37
20220718,-1543309,18689228,39
20220719,-506573,18689228,39
20220720,773908,18689228,39
20220721,1639716,18689228,39
20220722,907287,18689228,39
20220725,1498458,18689228,39
20220726,1165576,18689228,39
20220727,1588059,18689228,39
20220728,2123400,18689228,39
20220729,3256633,18689228,39
20220801,3715054,18689228,39
20220802,2560508,20529075,38
20220803,3503530,20529075,38
20220804,4373006,20529075,38
20220805,4553270,20529075,38
20220808,5157530,20529075,38
20220809,5346727,18535325,39
20220810,4340349,18535325,39
20220811,5885732,18535325,39
20220812,6070607,18535325,39
20220816,5996465,18535325,39
20220817,4876927,31179959,33
20220818,4710822,29180379,34
20220819,4169267,29180379,34
20220822,2304287,29180379,34
20220823,1624040,31381032,33
20220824,2414111,83953784,9
20220825,2896611,81959084,10
20220826,2948114,81959084,10
20220829,2692363,83851855,9
20220830,3074259,81861055,10
20220831,3577918,79861343,11
20220901,2727657,77878843,12
20220902,2534221,77878843,12
20220905,2534407,73968263,14
20220906,2954403,73821431,14
20220907,2569323,77940695,12
20220908,3332961,75998295,13
20220913,4349623,79987396,12
20220914,3947556,82047723,11
20220915,3862035,82047723,11
20220916,3471113,80048973,12
20220919,2825203,85518689,9
20220920,3083530,81541489,11
20220921,3010849,79577289,12
20220922,3001679,75584649,14
20220923,3091242,75584649,14
20220926,2082506,73602649,15
20220927,2286274,65611344,19
20220928,1030516,67202816,18
20220929,967770,67202816,18
20220930,741347,64781368,19
20221004,2965825,58890678,22
20221005,2246973,58890678,22
20221006,3085595,56907778,23
20221007,3134890,54913478,24
20221011,665179,54482957,24
20221012,1542304,50307640,26
20221013,-191688,51893129,25
20221014,1658333,20104294,41
20221017,2069503,14128894,44
20221018,4493461,14128894,44
20221019,4177249,12135294,45
20221020,2904254,12135294,45
20221021,1762066,12135294,45
20221024,3960178,2179844,50
20221025,4027181,4310283,49
20221026,2608226,2321283,50
20221027,4965739,323327,51
20221028,2506700,323327,51
20221031,3538932,323327,51
20221101,5267457,4732822,49
20221102,6707997,750942,51
20221103,5992074,750942,51
20221104,6867456,750942,51
20221107,8372326,1365927,51
20221108,10902309,1389455,51
20221109,11539813,1389455,51
20221110,10167116,1389455,51
20221111,15420283,1389455,51
20221114,15246229,1389455,51
20221115,19451551,1389455,51
20221116,19667721,1389455,51
20221117,18707543,1389455,51
20221118,16949160,1389455,51
20221121,15091191,3793018,50
20221122,14079633,10786979,47
20221123,16361801,4789951,50
20221124,19014576,2907451,51
20221125,17642232,909371,52
20221128,15151770,2503236,51
20221129,17098912,8321801,48
20221130,17758183,12707493,46
20221201,19442437,12707493,46
20221202,18533547,10713743,47
20221205,18845421,14688982,46
20221206,16619207,24401242,42
20221207,16640766,26393798,41
20221208,15997755,26393798,41
20221209,17992957,20432032,44
20221212,17353705,16471582,46
20221213,17147737,23573874,43
20221214,18316671,51542256,31
20221215,17798662,51542256,31
20221216,17057209,49551356,32
20221219,16692844,50423985,32
20221220,15322962,51326764,32
20221221,15344169,49328824,33
20221222,15568855,41370832,37
20221223,13815919,41370832,37
20221226,13852486,50746909,32
20221227,14916858,50731394,32
20221228,13896876,50731394,32
20221229,12419425,50329304,32
20230102,11414397,48345704,33
20230103,11673467,48768925,33
20230104,12897896,34445448,40
20230105,12999627,28450303,43
20230106,14452709,16512149,49
20230109,16564160,18533578,48
20230110,17604626,20758895,47
20230111,19080163,18764945,48
20230112,19383350,12791495,51
20230113,19373116,8815245,53
20230116,20265675,8815245,53
20230117,20478310,8815245,53
20230118,19813683,8815245,53
20230119,19427253,827113,57
20230120,19927918,827113,57
20230125,21389499,827113,57
20230126,22860682,1066685,57
20230127,23376800,1066685,57
20230130,22585634,1066685,57
20230131,22996058,933189,57
20230201,24955858,967089,57
20230202,26684159,967089,57
20230203,27190384,967089,57
20230206,26892383,967089,57
20230207,27423841,967089,57
20230208,28425088,8194278,54
20230209,28336131,6203478,55
20230210,26860287,4227478,56
20230213,27061391,6693855,55
20230214,27914307,9088151,54
20230215,25505509,9063970,54
20230216,27855859,7065160,55
20230217,28559554,5133160,56
20230220,30297023,7968349,55
20230221,31633774,17451721,51
20230222,30943708,17451721,51
20230223,31583573,11479711,54
20230224,31014546,19551863,52
20230227,30283304,19701122,52
20230228,31217234,25708772,49
20230302,32181426,23728292,50
20230303,33063177,19733125,52
20230306,34320794,22224607,51
20230307,34515840,60996843,35
20230308,34958553,66377001,33
20230309,35068151,66377001,33
20230310,33613227,65986949,33
20230313,32476423,58040299,37
20230314,29447917,66182635,33
20230315,30922309,62165638,35
20230316,30454910,61766034,35
20230317,31304012,59770404,36
20230320,31999345,59770404,36
20230321,32221596,68131914,32
20230322,32839169,66132714,33
20230323,31993743,62144773,35
20230324,32768250,60146143,36
20230327,33159058,60146143,36
20230328,33612626,61913247,35
20230329,34032130,59913375,36
20230330,34530242,59527928,36
20230331,34796939,59527928,36
20230403,36077737,57756060,37
20230404,36806908,61258876,36
20230405,37148485,61258876,36
20230406,37100250,61258876,36
20230407,37284768,59264476,37
20230410,36600721,59264476,37
20230411,37371128,57603122,38
20230412,37613168,55285308,39
20230413,37446733,53286280,40
20230414,38031813,51296030,41
20230417,38624233,45159531,44
20230418,39034925,51085270,42
20230419,39407977,51483580,42
20230420,38584084,51483580,42
20230421,37085730,53079749,41
20230424,36111942,51206326,42
20230425,34834246,57951543,39
20230426,34281331,51972503,42
20230427,34261336,47977853,44
20230428,35124599,44085053,46
20230502,36875106,40551808,48
20230503,36157978,42659377,47
20230504,36210067,40260862,48
20230508,36523671,36263742,50
20230509,36464708,38305622,49
20230510,36958215,40082601,48
20230511,37206460,38085060,49
20230512,37138632,35596820,50
20230515,37150511,43224870,47
20230516,38286421,52684516,43
20230517,39641627,50935084,44
20230518,40011418,50935084,44
20230519,40396887,48935464,45
20230522,40481219,48935464,45
20230523,41566967,54837474,42
20230524,41769437,57967517,41
20230525,40635404,57967517,41
20230526,40169665,57569713,41
20230530,40054829,55577073,42
20230531,39676975,59865410,40
20230601,40171352,57866710,41
20230602,40766402,55873816,42
20230605,41341273,55989870,42
20230607,41743003,58744999,41
20230608,41346849,60782286,40
20230609,41838921,60782286,40
20230612,41717291,60782286,40
20230613,42262088,68050977,36
20230614,41384965,65705589,37
20230615,41798758,65705589,37
20230616,43610824,65751454,37
20230619,43993974,76302272,33
20230620,44150650,80104074,31
20230621,44339370,80104074,31
20230622,44394625,80104074,31
20230623,43588870,81693093,30
20230626,43535094,81486200,30
20230627,44123061,91326519,26
20230628,43982143,93473638,25
20230629,43612406,95067522,24
20230630,44609993,87087982,28
20230703,44899476,87087982,28
20230704,45302370,101174914,21
20230705,45765831,99178714,22
20230706,44996776,99178714,22
20230707,44804980,99178714,22
20230710,44846660,97019831,23
20230711,45694145,97814344,23
20230712,46494013,102912811,21
20230713,46822561,103072038,22
20230714,46895274,101074438,23
20230717,46909881,101523706,23
20230718,47026756,104792671,22
20230719,47417652,102794621,23
20230720,47670580,100795921,24
20230721,47851176,100795921,24
20230724,47341100,103977928,22
20230725,47777205,103640139,22
20230726,46870282,107638147,21
20230727,47063573,109169786,20
20230728,47468182,107170706,21
20230731,48088740,105173046,22
20230801,48779842,105173046,22
20230802,48445294,105173046,22
20230803,48954121,105173046,22
20230804,49047162,105173046,22
20230807,48830103,107568781,21
20230808,48451964,107568781,21
20230809,49151182,107568781,21
20230810,49319176,105573211,22
20230811,49260993,105573211,22
20230814,48423668,105573211,22
20230816,47628730,110316951,19
20230817,47428944,109919819,19
20230818,46856723,108155819,20
20230821,47263145,108155819,20
20230822,47052646,108155819,20
20230823,46698596,106160239,21
20230824,46828466,104168399,22
20230825,46466109,100305499,24
20230828,47389357,100305499,24
20230829,47999118,100305499,24
20230830,48103079,103995320,22
20230831,48013035,101996680,23
20230901,47856793,101996680,23
20230904,48268162,101996680,23
20230905,48122103,101908010,23
20230906,48116262,101908010,23
20230907,48016778,101908010,23
20230908,48406713,99991010,24
20230911,48520251,103689792,22
20230912,47834795,108747455,19
20230913,47823178,111130024,18
20230914,48546118,101182444,23
20230915,49121349,99193024,24
20230918,48640652,99193024,24
20230919,48277454,103575114,22
20230920,48455654,101590414,23
20230921,47539962,101590414,23
20230922,47139285,99590414,24
20230925,46851992,97591680,25
20230926,45944928,99696713,24
20230927,46395394,97997011,25
20231004,44411852,97997011,25
20231005,43773685,96324838,26
20231006,44320089,92327673,28
20231010,43566325,92327673,28
20231011,44798278,94317655,27
20231012,46080645,94317655,27
20231013,45683327,94317655,27
20231016,45324846,95916307,26
20231017,46159948,94023479,27
20231018,45783941,95688290,26
20231019,44039776,98856232,24
20231020,43033481,102039523,22
20231023,42743942,96055883,25
20231024,43663648,91660225,27
20231025,43666263,91720182,27
20231026,42473446,91317830,27
20231027,42529818,80796837,32
20231030,43200642,68820997,38
20231031,41546258,72087197,36
20231101,42865405,68088427,38
20231102,46459218,56285201,45
20231103,47632225,54289061,46
20231106,52747136,52308261,47
20231107,50452397,54597278,46
20231108,49447301,54309107,46
20231109,49535737,54309107,46
20231110,48805279,52321277,47
20231113,46879158,50326077,48
20231114,48618119,49770762,48
20231115,50835276,45793082,50
20231116,51877373,43799882,51
20231117,50109913,43799882,51
20231120,51317370,39804807,53
20231121,52248107,37792513,54
20231122,52552245,39804466,53
20231123,51892735,37815466,54
20231124,52723944,37815466,54
20231127,52610761,37610346,54
20231128,52773730,41055118,52
20231129,53272105,37057300,54
20231130,55601397,35068300,55
20231201,55542985,39072141,54
20231204,55068506,39072141,54
20231205,54523481,43208122,52
20231206,55096929,43413048,52
20231207,55688222,43413048,52
20231208,57085271,41415888,53
20231211,57122241,41415888,53
20231212,57712492,39417838,54
20231213,57514147,39417838,54
20231214,59091443,35465738,56
20231215,58807510,29499688,59
20231218,60486559,29499688,59
20231219,61377331,29499688,59
20231220,63133639,29499688,59
20231221,61753693,29499688,59
20231222,61742045,29499688,59
20231226,60983837,32227529,58
20231227,60386143,57791155,47
20231228,61570863,55799905,48
20240102,63020583,51404415,50
20240103,61875669,92155482,33
20240104,61868473,90171782,34
20240105,62135801,86193352,36
20240108,63589340,92078916,34
20240109,63979568,92315682,34
20240110,63401070,94427472,33
20240111,63361732,94427472,33
20240112,62597864,94427472,33
20240115,62440627,94427472,33
20240116,62176432,107843678,27
20240117,60793434,107843678,27
20240118,61149246,105848478,28
20240119,61747260,105848478,28
20240122,61591251,107702132,27
20240123,62075301,109742116,26
20240124,61352664,107743171,27
20240125,61376351,103756491,29
20240126,61881913,96032461,33
20240129,61689470,99012443,32
20240130,61995424,105253409,29
20240131,61528207,105253409,29
20240201,62286372,102741728,30
20240202,64081100,100742016,31
20240205,64410758,102326956,30
20240206,64118548,104100768,29
20240207,65356989,108467819,28
20240208,65352106,108467819,28
20240213,65933086,108467819,28
20240214,66035061,120969710,22
20240215,66334939,119002210,23
20240216,66454490,117005710,24
20240219,66914322,111023180,27
20240220,66841745,110631780,27
20240221,66614977,110631780,27
20240222,66543619,108639900,28
20240223,66089561,106659900,29
20240226,65531974,106659900,29
20240227,64992620,112182392,26
20240228,65650317,110183822,27
20240229,66344267,110183822,27
20240304,66453231,106212672,29
20240305,66518324,110241666,27
20240306,66222776,114047835,25
20240307,65950347,112063835,26
20240308,65922791,110076185,27
20240311,65251599,108078245,28
20240312,65413532,109797297,27
20240313,65498371,109797297,27
20240314,65638787,107814997,28
20240315,65058372,107814997,28
20240318,66151356,107814997,28
20240319,65782969,105767967,29
20240320,66470736,103780127,30
20240321,67560878,103780127,30
20240322,67530940,103780127,30
20240325,67062683,101796927,31
20240326,67011490,108243308,28
20240327,67013200,113113832,26
20240328,66945894,113113832,26
20240329,67117212,111117302,27
20240401,67390312,111117302,27
20240402,66890136,119095318,23
20240403,66536938,119095318,23
20240404,66886626,117103328,24
20240405,65565660,115107503,25
20240408,65163256,112777578,26
20240409,64956129,114543092,26
20240411,64695545,114543092,26
20240412,64408036,114543092,26
20240415,64290817,114543092,26
20240416,62998082,118228943,24
20240417,63547315,117735073,24
20240418,64813501,107771933,29
20240419,63813983,109361012,28
20240422,64204868,109157959,28
20240423,64821782,109672432,28
20240424,66004133,109406858,28
20240425,65619793,113383892,27
20240426,65547682,111386372,28
20240429,65762276,111386372,28
20240430,66688543,109316969,29
20240502,66777690,107326769,30
20240503,66922458,107326769,30
20240507,67138923,111214642,28
20240508,67531561,105219627,31
20240509,67423628,101423327,33
20240510,67387998,101423327,33
20240513,67007131,103177117,32
20240514,67566494,103053411,32
20240516,67970802,99080401,34
20240517,67298638,99080401,34
20240520,67575410,99080401,34
20240521,67251304,101729466,33
20240522,67331508,101729466,33
20240523,67213550,99731466,34
20240524,66969223,99731466,34
20240527,67073184,101480321,33
20240528,67145204,105038318,31
20240529,67147304,107016482,30
20240530,66137240,107016482,30
20240531,66195173,105028832,31
20240603,67219468,105028832,31
20240604,66721469,106902115,30
20240605,67263078,109196369,29
20240607,67318518,109196369,29
20240610,68058996,112485246,27
20240611,68110597,116576397,25
20240612,68129272,116576397,25
20240613,68778610,120540566,24
20240614,68625392,120540566,24
20240617,68591792,118542966,25
20240618,68705903,130285721,19
20240619,68438785,130285721,19
20240620,68606027,130285721,19
20240621,68910907,128345821,20
20240624,68609874,132319282,18
20240625,68630701,132396227,18
20240626,68830216,134729966,17
20240627,69064335,134729966,17
20240628,69274580,132757966,18
20240701,69859164,130763566,19
20240702,69354912,138609557,15
20240703,69225436,136617717,16
20240704,69309838,126669557,21
20240705,69414958,126669557,21
20240708,69632905,122702237,23
20240709,70205641,130594356,19
20240710,69943343,130594356,19
20240711,69793149,130594356,19
20240712,69597449,130594356,19
20240715,69510191,130594356,19
20240716,69170606,137446780,16
20240717,69189114,137446780,16
20240718,68007216,136998885,16
20240719,67860674,133020385,18
20240722,67525500,131092385,19
20240723,67257501,132835702,18
20240724,66796765,132835702,18
20240725,66273885,132835702,18
20240726,66213161,132472688,18
20240729,66367276,128513788,20
20240730,66311797,128513788,20
20240731,66364676,127755069,20
20240801,66777486,125755269,21
20240802,64593338,127316427,20
20240805,61174105,139880947,12
20240806,61424211,140929562,11
20240807,61852760,121029512,21
20240808,61718655,114634665,24
20240809,61929304,106335255,28
20240812,62804399,100674123,31
20240813,62720767,100674123,31
20240814,64334299,98686923,32
20240816,65611791,96743223,33
20240819,64890032,96698060,33
20240820,65426552,94699180,34
20240821,65200871,94699180,34
20240822,64275705,94699180,34
20240823,63929647,90766780,36
20240826,63485812,88843980,37
20240827,63195355,86874780,38
20240828,62601923,86874780,38
20240829,60801161,90068434,36
20240830,61503160,90068434,36
20240902,60860688,93617608,34
20240903,60418224,99186292,31
20240904,58332678,98753391,31
20240905,58157762,96768891,32
20240906,56687840,99937775,30
20240909,58124386,93535735,33
20240910,57856974,91537095,34
20240911,57910304,89543345,35
20240912,60517559,81563282,39
20240913,60095614,81563282,39
20240919,60005379,83117759,38
20240920,60202003,83117759,38
20240923,61264189,83117759,38
20240924,62010188,83117759,38
20240925,62081485,81128439,39
20240926,64608134,81128439,39
20240927,64472248,81128439,39
20240930,63206255,81128439,39
20241002,62169914,84906310,37
20241004,62762352,86502608,36
20241007,64353610,78569488,40
20241008,63780044,102226638,29
20241010,64113001,100346484,30
20241011,64337975,100346484,30
20241014,64930057,106221605,27
20241015,65042129,106221605,27
20241016,64097600,106232218,27
