index,id,order_num,code,code_name,rate,purchase_rate,purchase_price,present_price,valuation_price,valuation_profit,holding_amount,buy_date,item_total_purchase,chegyul_check,reinvest_count,reinvest_date,invest_unit,reinvest_unit,sell_date,sell_price,sell_rate,rate_std,rate_std_mod_val,rate_std_htr,rate_htr,rate_std_mod_val_htr,yes_close,close,d1_diff_rate,d1_diff,open,high,low,volume,clo5,clo10,clo20,clo40,clo60,clo80,clo100,clo120,clo5_diff_rate,clo10_diff_rate,clo20_diff_rate,clo40_diff_rate,clo60_diff_rate,clo80_diff_rate,clo100_diff_rate,clo120_diff_rate
0,0.0,0,009160,SIMPAC,-3.76,1.54,6600,6370,9623476,-375524,1515,202201040927,9999000,0,0,0,10000000,0,202207260900,6370,-3.76,0,0,0,0,0,6500,6330,1.93,0,6340,6360,6180,119071,6244,6174,6247,6595,7151,7599,7683,7491,0.34,0.45,-2.21,-3.52,-9.78,-13.36,-11.3,-9.5
0,0.0,0,095720,웅진씽크빅,-20.57,1.56,3245,2585,7941780,-2056065,3081,202201050947,9997845,0,0,0,10000000,0,202206140902,2585,-20.57,0,0,0,0,0,3195,2680,-5.8,0,2580,2805,2680,411590,2855,2917,2962,2989,3019,2991,2994,3029,0.0,0.16,0.53,-2.47,-3.63,-4.45,-6.25,-9.08
0,0.0,0,002020,코오롱,-20.02,1.53,33100,26550,7995353,-2000847,302,202201050954,9996200,0,0,0,10000000,0,202205120930,26550,-20.02,0,0,0,0,0,32600,27200,-0.37,0,26900,27350,26900,30001,27680,27700,28357,28940,28970,29388,29974,30252,0.77,2.34,2.67,2.73,-1.28,-5.87,-3.92,-2.59
0,0.0,0,014830,유니드,-20.14,3.79,126560,101364,7985036,-2013204,79,202201070938,9998240,0,0,0,10000000,0,202201251017,101364,-20.14,0,0,0,0,0,121937,105756,-4.29,0,106334,110263,104369,56117,110610,114655,117804,118215,121719,128159,134924,135538,0.86,3.04,3.07,0.93,-4.36,-9.66,-11.65,-9.66
0,0.0,0,064800,젬백스링크,-20.0,2.69,1720,1380,7999182,-1999178,5813,202201071054,9998360,0,0,0,10000000,0,202206151210,1380,-20.0,0,0,0,0,0,1675,1450,0.35,0,1410,1495,1385,339304,1486,1495,1513,1575,1601,1598,1584,1601,-2.33,-1.03,-0.21,-1.53,1.08,2.31,1.48,-0.15
0,0.0,0,078600,대주전자재료,-20.57,4.91,98300,78300,7885854,-2042446,101,202201120910,9928300,0,0,0,10000000,0,202205100900,78300,-20.57,0,0,0,0,0,93700,80500,-3.94,0,78300,83400,80500,134463,82740,82880,87130,89450,89175,90748,92871,96560,-2.56,-6.47,-6.19,-12.53,-12.66,-10.18,-2.58,4.29
0,0.0,0,151860,KG ETS,-20.16,3.19,14550,11650,7980841,-2015009,687,202201121502,9995850,0,0,0,10000000,0,202201251327,11650,-20.16,0,0,0,0,0,14100,12400,-4.98,0,12300,13000,12300,324140,13060,13600,14162,14635,14801,14880,15305,15982,-2.96,-3.82,-5.4,-7.04,-6.04,-7.26,-10.4,-14.51
0,0.0,0,084110,휴온스글로벌,-20.34,2.62,35300,28200,7957953,-2031947,283,202201121530,9989900,0,0,0,10000000,0,202203080901,28200,-20.34,0,0,0,0,0,34400,29150,-3.32,0,28650,29900,29150,34463,30150,30205,31057,32142,34312,35518,37778,41273,-4.23,-8.49,-10.28,-10.33,-15.1,-22.04,-28.81,-32.75
0,0.0,0,075580,세진중공업,-20.09,5.07,7050,5650,7988969,-2007931,1418,202201130902,9996900,0,0,0,10000000,0,202206201024,5650,-20.09,0,0,0,0,0,6710,5920,-1.5,0,6090,6080,5780,347215,6122,6482,6551,6764,6782,6799,6790,6708,3.1,6.98,11.81,13.32,10.2,10.68,10.23,8.42
0,0.0,0,082640,동양생명,-20.05,0.75,6710,5380,7993457,-2004443,1490,202201140901,9997900,0,0,0,10000000,0,202206141241,5380,-20.05,0,0,0,0,0,6660,5800,-5.54,0,5740,6020,5800,287594,6000,5940,5913,6305,6389,6332,6297,6389,-0.86,-0.45,-2.34,-3.61,-3.95,-4.96,-1.53,1.69
0,0.0,0,000390,삼화페인트,-21.01,0.11,9140,7240,7898071,-2101089,1094,202201180900,9999160,0,0,0,10000000,0,202206141012,7240,-21.01,0,0,0,0,0,9130,7990,-4.88,0,7630,8370,7970,33418,8402,8564,8705,9184,9517,9357,9216,9215,-1.51,-2.92,-1.09,0.08,-2.84,-3.55,-5.91,-7.83
0,0.0,0,121800,비덴트,-20.17,3.98,18300,14650,7976204,-2015596,546,202201180920,9991800,0,0,0,10000000,0,202201271245,14650,-20.17,0,0,0,0,0,17600,16450,3.46,0,16550,17100,16050,3182385,16740,17215,19167,23626,23060,20204,18157,16809,-2.92,-7.66,-21.0,-31.37,-22.48,-9.91,-0.37,7.05
0,0.0,0,230360,에코마케팅,21.14,2.63,15600,18950,12113261,2113661,641,202201180946,9999600,0,0,0,10000000,0,202208090900,18950,21.14,0,0,0,0,0,15200,18550,5.4,0,19350,18700,17550,392792,17950,17905,16985,15465,15647,16658,17155,17100,-1.94,-3.61,-7.5,-9.99,-11.88,-14.61,-18.43,-22.81
0,0.0,0,357550,석경에이티,-20.46,-0.88,16800,13400,7950372,-2045628,595,202201190922,9996000,0,0,0,10000000,0,202202140935,13400,-20.46,0,0,0,0,0,16950,13950,-5.1,0,13800,14750,13950,23632,14600,14565,15700,16950,17617,18359,19031,19238,-1.17,-2.98,-4.57,-7.17,-10.01,-13.26,-14.47,-16.16
0,0.0,0,122990,와이솔,-20.03,2.48,10350,8300,7995053,-2003047,966,202201190935,9998100,0,0,0,10000000,0,202206230922,8300,-20.03,0,0,0,0,0,10100,8510,-5.44,0,8500,9040,8470,125408,9026,9453,9981,10465,10801,10764,10705,10694,-1.66,-2.88,-4.72,-3.72,-3.1,-3.53,-6.13,-8.67
0,0.0,0,033500,동성화인텍,9.37,0.93,10850,11900,10929357,936507,921,202201191019,9992850,0,0,0,10000000,0,202208090900,11900,9.37,0,0,0,0,0,10750,11900,0.85,0,11900,12000,11650,175523,12030,11675,11252,11150,11125,11346,11303,11206,-5.62,-8.55,-7.82,-5.44,-6.95,-7.23,-6.54,-6.93
0,0.0,0,003030,세아제강지주,47.87,2.73,101500,150500,14708423,4761423,98,202201191029,9947000,0,0,0,10000000,0,202208090900,150500,47.87,0,0,0,0,0,98800,151000,-2.27,0,151000,158000,149500,35950,152900,148800,141600,139425,144483,145500,141355,137504,-5.05,-6.95,-5.24,-7.23,-10.52,-14.77,-17.04,-12.7
0,0.0,0,018310,삼목에스폼,58.05,3.75,13850,21950,15804403,5804703,722,202201200921,9999700,0,0,0,10000000,0,202208090900,21950,58.05,0,0,0,0,0,13350,22350,2.05,0,22300,22900,21650,149978,20990,20025,18947,19138,21065,22488,23615,22973,-4.3,-6.81,-4.11,-2.8,-7.24,-8.51,-10.49,-10.14
0,0.0,0,058820,CMG제약,-21.28,2.72,3395,2680,7870185,-2128090,2945,202201200921,9998275,0,0,0,10000000,0,202206170900,2680,-21.28,0,0,0,0,0,3305,2740,-0.36,0,2645,2850,2735,399310,2849,2980,3037,3096,3178,3203,3218,3302,-4.15,-6.66,-10.14,-9.46,-10.48,-12.2,-14.99,-17.96
