date,sum_valuation_profit,d2_deposit,total_possess_count
20220104,109962,94042330,2
20220105,79662,94042330,2
20220106,-98509,94042330,2
20220107,81518,91043030,3
20220110,1838,91043030,3
20220111,-195292,91043030,3
20220112,-82927,85065925,5
20220113,-367645,85065925,5
20220114,-589489,82067125,6
20220117,-1000038,82067125,6
20220118,-1461290,79068830,7
20220119,-1901969,61095930,13
20220120,-544487,49136080,17
20220121,-1611407,49136080,17
20220124,-3044024,49136080,17
20220125,-4777926,49136080,17
20220126,-4520305,43144792,19
20220127,-6323076,39533229,20
20220128,-4455978,18082548,27
20220203,-2448047,15087948,28
20220204,-626311,9208248,30
20220207,-908708,9208248,30
20220208,-872956,9208248,30
20220209,753954,6238448,31
20220210,-577804,6238448,31
20220211,-1940042,6238448,31
20220214,-4645746,3239648,32
20220215,-5734478,244748,33
20220216,-1052410,244748,33
20220217,-535676,244748,33
20220218,924508,244748,33
20220221,1167694,244748,33
20220222,-709588,244748,33
20220223,941262,244748,33
20220224,-1754272,244748,33
20220225,819898,244748,33
20220228,1491924,244748,33
20220302,3506737,244748,33
20220303,5764602,244748,33
20220304,6484702,244748,33
20220307,4301493,244748,33
20220308,1988070,3124120,32
20220310,4165694,2858806,32
20220311,6416615,2858806,32
20220314,4129414,2858806,32
20220315,2498105,2532828,32
20220316,5213992,2234949,32
20220317,7967744,8249269,31
20220318,9457310,8249269,31
20220321,9180763,8249269,31
20220322,10707015,41496283,21
20220323,12290744,41496283,21
20220324,12731770,41496283,21
20220325,12959971,41496283,21
20220328,12716599,41496283,21
20220329,13166097,52219965,18
20220330,12743210,76989194,11
20220331,12486130,73996394,12
20220401,12012405,70999094,13
20220404,12418805,68000864,14
20220405,12521177,68340743,14
20220406,12035735,74851160,12
20220407,13104586,74851160,12
20220408,13021906,74851160,12
20220411,12701993,71853245,13
20220412,12789125,68937051,14
20220413,13955063,62941041,16
20220414,14069665,62941041,16
20220415,14106166,59952341,17
20220418,13784881,63108903,16
20220419,15381368,68502821,15
20220420,15309810,65508221,16
20220421,15390738,65508221,16
20220422,15127865,65508221,16
20220425,13759077,65508221,16
20220426,14062640,62508971,17
20220427,13621817,62508971,17
20220428,13467158,62508971,17
20220429,13526445,62508971,17
20220502,13571335,62508971,17
20220503,13886563,62508971,17
20220504,13783919,62508971,17
20220506,13196612,64873439,16
20220509,11555416,61883439,17
20220510,11431835,67612695,15
20220511,11279435,64728695,16
20220512,10103904,64728695,16
20220513,11037947,61742195,17
20220516,11050569,61742195,17
20220517,10932582,68235491,15
20220518,10754321,68235491,15
20220519,10171898,68235491,15
20220520,10521753,68235491,15
20220523,10625818,68235491,15
20220524,10020890,68235491,15
20220525,10254239,70625689,14
20220526,10217131,67629769,15
20220527,10419934,67035561,15
20220530,10798583,67035561,15
20220531,10677091,69696907,14
20220602,10578172,69443214,14
20220603,10369469,66446940,15
20220607,10159131,69474206,14
20220608,10143370,71859419,13
20220609,9904502,68866919,14
20220610,9365749,68866919,14
20220613,8038192,68719101,14
20220614,7038921,75951183,11
20220615,5954062,75951183,11
20220616,6058446,69982183,13
20220617,5959799,66982338,14
20220620,4979490,69381886,13
20220621,5397858,69381886,13
20220622,4057909,71703281,12
20220623,3132188,78816040,9
20220624,4203464,69823180,12
20220627,4849903,69823180,12
20220628,5146036,69823180,12
20220629,5039202,69823180,12
20220630,4156340,69823180,12
20220701,3965698,69823180,12
20220704,3800884,72210388,11
20220705,4852838,66279988,13
20220706,3727408,63280428,14
20220707,4123987,57297328,16
20220708,4348472,57297328,16
20220711,4442887,57297328,16
20220712,3265573,59796255,15
20220713,3380754,62346530,14
20220714,3090291,56353880,16
20220715,2330082,56353880,16
20220718,3352608,53354180,17
20220719,4323088,53354180,17
20220720,4456998,53354180,17
20220721,4608704,53354180,17
20220722,4415034,53354180,17
20220725,4164933,53354180,17
20220726,4034562,55868469,16
20220727,4179790,55868469,16
20220728,4645528,55868469,16
20220729,5346335,55868469,16
20220801,5661795,55868469,16
20220802,4778881,55868469,16
20220803,5348182,55575488,16
20220804,5575125,55575488,16
20220805,5710648,55575488,16
20220808,6105434,55575488,16
20220809,6600195,55575488,16
20220810,6551694,55575488,16
20220811,7379166,55575488,16
20220812,7372124,55575488,16
20220816,7182973,55575488,16
20220817,6840561,68007940,12
20220818,6760566,68007940,12
20220819,6590587,68007940,12
20220822,5594912,68007940,12
20220823,6513967,65015265,13
20220824,6808973,74929520,10
20220825,7652667,74929520,10
20220826,7621361,74929520,10
20220829,7556205,74929520,10
20220830,7961517,74929520,10
20220831,8408706,71975520,11
20220901,7231025,71975520,11
20220902,7320398,71975520,11
20220905,7855362,76759922,9
20220906,8189478,86097546,7
20220907,7708311,86097546,7
20220908,8514826,80119896,9
20220913,9717625,80119896,9
20220914,9340971,85581433,7
20220915,9563787,79621183,9
20220916,7899560,76628183,10
20220919,6662531,73634133,11
20220920,7015828,67674383,13
20220921,6837201,67674383,13
20220922,7084997,67674383,13
20220923,6664874,67674383,13
20220926,4907279,70031674,12
20220927,4963059,64034909,14
20220928,3686088,70619953,11
20220929,3424704,67644553,12
20220930,2772754,61046699,14
20221004,5673523,52060759,17
20221005,4727137,52060759,17
20221006,6021371,49061959,18
20221007,5525027,43109409,20
20221011,2270194,43109409,20
20221012,3308409,44875004,19
20221013,1255141,44875004,19
20221014,4000970,18011854,28
20221017,4574571,9055780,31
20221018,6766771,9055780,31
20221019,6677611,9055780,31
20221020,5509084,6057550,32
20221021,3771515,6057550,32
20221024,5505064,69630,34
20221025,6284284,3541231,33
20221026,5153583,3541231,33
20221027,7083933,542431,34
20221028,4670476,542431,34
20221031,5530944,542431,34
20221101,7480417,1454137,34
20221102,8849337,1454137,34
20221103,8260541,1454137,34
20221104,8821510,1454137,34
20221107,10076879,1454137,34
20221108,12219970,1755335,34
20221109,13176103,1755335,34
20221110,12145001,1755335,34
20221111,16172493,1755335,34
20221114,16342356,1755335,34
20221115,19859584,1704160,34
20221116,19994389,1704160,34
20221117,19167788,1704160,34
20221118,17080217,1704160,34
20221121,15361773,5317260,33
20221122,14260800,2318400,34
20221123,16309729,2318400,34
20221124,18227455,2318400,34
20221125,17526973,2318400,34
20221128,14814487,4669707,33
20221129,16903711,10300654,31
20221130,17965674,19537727,29
20221201,19181493,19537727,29
20221202,19059950,19537727,29
20221205,19562552,22539696,29
20221206,18056862,37459161,25
20221207,17803891,37254118,25
20221208,17016091,34260668,26
20221209,18256328,31261188,27
20221212,17417649,31261188,27
20221213,16897811,35095053,26
20221214,18150481,58326203,19
20221215,17406371,55326453,20
20221216,16620742,46344703,23
20221219,16551860,52874137,21
20221220,15781168,50132138,22
20221221,15889027,50132138,22
20221222,16374320,50132138,22
20221223,14566663,54871968,20
20221226,14597016,54821440,20
20221227,15718922,43117165,24
20221228,15019072,37126615,26
20221229,13499407,39499860,25
20230102,12031430,33548380,27
20230103,12227859,36958739,26
20230104,13737795,24979699,30
20230105,13933982,22009699,31
20230106,15186969,13045903,34
20230109,17229845,13045903,34
20230110,18535551,17067085,33
20230111,19542737,11071975,35
20230112,20300070,11071975,35
20230113,20594647,2084185,38
20230116,21677377,2084185,38
20230117,20938710,2084185,38
20230118,21328864,2084185,38
20230119,21698504,2084185,38
20230120,22793209,2084185,38
20230125,25127720,2084185,38
20230126,26204642,5206697,37
20230127,26589610,5206697,37
20230130,25631898,2209497,38
20230131,26882581,5619587,37
20230201,28538405,5619587,37
20230202,30461651,2636837,38
20230203,30242204,2636837,38
20230206,29271793,6051020,37
20230207,29827425,14816807,34
20230208,29960763,18590966,33
20230209,29391604,15601076,34
20230210,28002009,15601076,34
20230213,28809536,15601076,34
20230214,30099656,15620311,34
20230215,28061398,22302345,32
20230216,32247771,22302345,32
20230217,33540679,22302345,32
20230220,35363705,22302345,32
20230221,36803720,30732045,30
20230222,35399733,27748285,31
20230223,37139595,21832466,34
20230224,37340311,21832466,34
20230227,38142806,27945286,32
20230228,39686066,55172545,25
20230302,40488480,55172545,25
20230303,41163516,55172545,25
20230306,41346577,63327323,23
20230307,41268902,85389665,17
20230308,41978822,101640393,13
20230309,42471066,101640393,13
20230310,41496840,101640393,13
20230313,40930454,101640393,13
20230314,39438525,110641327,10
20230315,40035115,113477366,9
20230316,40207083,107478822,11
20230317,40871067,101486392,13
20230320,41131679,101486392,13
20230321,41112681,95497372,15
20230322,41272762,95497372,15
20230323,40949859,95497372,15
20230324,41414574,92505372,16
20230327,40921131,89517652,17
20230328,41506885,89517652,17
20230329,42500011,83520967,19
20230330,44034853,80524567,20
20230331,43880608,80524567,20
20230403,45024029,72716594,23
20230404,46293437,66718584,25
20230405,47051564,66718584,25
20230406,45889975,66718584,25
20230407,45211046,63732384,26
20230410,44346657,63732384,26
20230411,45636237,64236675,26
20230412,47194559,55261425,29
20230413,47180075,52261781,30
20230414,47994240,52261781,30
20230417,48962521,49261781,31
20230418,49920677,52156240,30
20230419,50482764,49159120,31
20230420,49858135,49159120,31
20230421,47628449,46159120,32
20230424,46430088,46159120,32
20230425,44753147,62518237,27
20230426,43935422,56524627,29
20230427,44144066,50528657,31
20230428,43934004,47528882,32
20230502,45542284,41538747,34
20230503,46036479,41538747,34
20230504,45845248,41538747,34
20230508,45769746,41538747,34
20230509,45279558,41538747,34
20230510,45385937,41538747,34
20230511,45137774,38543307,35
20230512,44280089,32562727,37
20230515,43532998,29568727,38
20230516,43389479,32657893,37
20230517,43815143,35315994,36
20230518,44762813,35315994,36
20230519,45649697,32317794,37
20230522,45810265,29327844,38
20230523,45862119,32409064,37
20230524,45791153,35680921,36
20230525,44793172,35680921,36
20230526,44009239,32724617,37
20230530,44637699,32333318,37
20230531,44289603,37935252,35
20230601,45670980,37935252,35
