date,sum_valuation_profit,d2_deposit,total_possess_count
20230328,4462416,1731367,52
20230329,5395389,1731367,52
20230330,6181946,555285,53
20230331,6384598,556910,53
20230403,6966987,859036,53
20230404,7830435,1566738,53
20230405,8595617,872985,54
20230406,7681164,1060605,54
20230407,8093699,1177183,54
20230410,6699330,1297627,54
20230411,9252712,1317848,54
20230412,10673347,1618560,54
20230413,11432207,446328,55
20230414,11868109,446328,55
20230417,12466970,3508123,54
20230418,11906340,5832488,53
20230419,13000011,188464,56
20230420,11368116,4580066,54
20230421,10188605,1970949,55
20230424,9154318,1973134,55
20230425,8573999,21738418,45
20230426,8344268,206946,56
20230427,8194865,1120031,55
20230428,7805281,1094495,55
20230502,9059858,1553627,55
20230503,8835449,791377,55
20230504,8736423,791377,55
20230508,9674574,972620,55
20230509,9185486,624094,55
20230510,8845946,428216,55
20230511,8582618,739494,55
20230512,7622349,368528,55
20230515,6842288,9331530,50
20230516,6700631,26322299,41
20230517,7147544,10304743,49
20230518,7540011,17853627,45
20230519,8428200,20838806,44
20230522,8907671,26938770,41
20230523,8891098,27070153,41
20230524,8629698,28863249,40
20230525,7747644,28460681,40
20230526,7511725,30722178,39
20230530,8245342,40906990,34
20230531,8333333,33263243,38
20230601,8592509,25081795,42
20230602,9393080,19096430,45
20230605,10203752,19407785,45
20230607,9809210,17320882,46
20230608,9794763,22219121,44
20230609,10178047,20819722,45
20230612,10608919,20606308,45
20230613,10646423,20778900,45
20230614,9309941,15031817,48
20230615,9040530,20737021,45
20230616,10049339,19898316,46
20230619,10587331,18158198,47
20230620,10669442,20579912,46
20230621,10146544,14475172,49
20230622,9836412,6622419,53
20230623,8372964,4519047,54
20230626,8408288,1886230,55
20230627,8160493,1862724,55
20230628,8118118,1017522,55
20230629,6577352,6310634,52
20230630,7997804,8694716,51
20230703,9290365,8864839,51
20230704,9475295,13231872,49
20230705,9841335,19917127,46
20230706,8240302,21735645,45
20230707,7514751,23530918,44
20230710,7871515,17214996,47
20230711,8965770,17128665,47
20230712,9746364,1232445,55
20230713,10386317,1318431,55
20230714,11245473,5904038,53
20230717,11121895,9826158,51
20230718,10524024,11760588,50
20230719,10505510,3921716,54
20230720,11516536,4126888,54
20230721,11305296,4691191,54
20230724,10100617,4268839,54
20230725,11048368,27174008,43
20230726,8211064,43588747,34
20230727,9388647,7561219,52
20230728,9973982,1390420,55
20230731,12215819,80576,56
20230801,13331733,3625613,54
20230802,12729015,4273754,54
20230803,12218956,9731482,51
20230804,12583815,9928471,51
20230807,12347341,6059624,53
20230808,11304796,7975505,52
20230809,12026704,10610064,51
20230810,12795399,19120144,47
20230811,13303465,5032107,54
20230814,12336219,4867034,54
20230816,10098286,15988094,48
20230817,9699737,15568548,48
20230818,9565473,13752068,49
20230821,9931412,5907205,53
20230822,9559211,5946206,53
20230823,9775940,88120,56
20230824,10376395,1882492,55
20230825,10456543,2428428,55
20230828,13072291,1522033,56
20230829,14048236,10099862,52
20230830,14818568,8115462,53
20230831,15206526,15348171,50
20230901,15475784,9487353,53
20230904,15959948,13650076,51
20230905,15709678,15870252,50
20230906,14547341,7771902,54
20230907,13873793,19764327,48
20230908,14009421,11756854,52
20230911,13953546,3618026,56
20230912,12845276,7451716,54
20230913,12540301,3050334,56
20230914,14411719,1607774,57
20230915,15999937,205164,58
20230918,14964835,1913490,57
20230919,14624721,11297231,52
20230920,14612928,7796671,54
20230921,12499662,22896834,46
20230922,12586168,25814981,44
20230925,12202431,21757819,46
20230926,10701107,21246751,46
20230927,11958992,79399,57
20231004,8670791,21945317,45
20231005,7825053,21531181,45
20231006,8762172,1347130,55
20231010,6832598,6611644,52
20231011,9234326,579465,55
20231012,11377455,1066989,55
20231013,10209765,831516,55
20231016,8869977,670759,55
20231017,10507460,1034548,55
20231018,9563615,89338,55
20231019,6145428,5585032,52
20231020,4106404,13403934,47
20231023,2994659,1039219,53
20231024,5380373,532997,53
20231025,6107921,776224,53
20231026,3579784,2521842,52
20231027,3624034,256560,53
20231030,4616904,1966928,52
20231031,2800264,1371605,52
20231101,3956145,1690845,52
20231102,6342351,1814314,52
20231103,8379840,1814314,52
20231106,13327273,150833,54
20231107,11552136,2575498,53
20231108,11473177,3622592,53
20231109,11346801,614345,55
20231110,10012269,349230,55
20231113,8850678,3764874,53
20231114,10188349,1952084,54
20231115,12302430,374721,55
20231116,13139858,904904,55
20231117,12569334,3306740,54
20231120,13810692,1324340,55
20231121,14549019,4252680,54
20231122,15189480,568758,56
20231123,14863211,1256764,56
20231124,15134157,1754753,56
20231127,15140725,3941061,55
20231128,15119324,4723258,55
20231129,14514942,727173,57
20231130,16274227,1184720,57
20231201,16770209,3708571,56
20231204,15971288,1715971,57
20231205,15393198,1365386,57
20231206,15627638,1365386,57
20231207,14880384,3794519,56
20231208,15884968,153615,58
20231211,16073971,1930787,57
20231212,16456425,4455771,56
20231213,16377842,2533401,57
20231214,17395295,3111992,57
20231215,17684595,1530376,58
20231218,17792283,1738768,58
20231219,18001121,6320510,56
20231220,18911537,400000,59
20231221,18448239,7177572,56
20231222,18012784,7180064,56
20231226,17754029,990981,59
20231227,17244288,1299240,59
20231228,18334930,1499188,59
20240102,19094970,3293227,58
20240103,18088183,9027548,55
20240104,17589596,3129393,58
20240105,17365897,5256590,57
20240108,17701764,1040008,59
20240109,18103814,10948423,54
20240110,17893794,7603680,56
20240111,18359263,8474347,56
20240112,17258763,11843575,54
20240115,17406181,19423027,50
20240116,16597130,29810446,45
20240117,14866021,35124764,42
20240118,15472451,30963405,44
20240119,15978877,19341266,50
20240122,15831297,20847694,49
20240123,16064357,11037959,54
20240124,15601681,4851576,57
20240125,15716380,874076,59
20240126,16737672,763648,59
20240129,17166024,3319014,58
20240130,17645081,7843202,56
20240131,16677411,7039765,56
20240201,17981358,668910,59
20240202,20695905,1973986,59
20240205,20844467,6812279,57
20240206,19960187,11187630,55
20240207,21527807,11893878,55
20240208,22367508,10741583,56
20240213,23597715,6905230,58
20240214,23955594,11765441,56
20240215,24457128,14824446,55
20240216,25514933,7288560,59
20240219,26630984,506634,63
20240220,25516178,14234005,56
20240221,25732796,16787665,55
20240222,25827466,14814672,56
20240223,25613674,19226406,54
20240226,24612811,18928742,54
20240227,22950738,23053911,52
20240228,23844661,14700612,56
20240229,24010896,15015235,56
20240304,24374010,4919709,61
20240305,23432270,24341611,51
20240306,23441243,24129700,51
20240307,23104025,20466604,53
20240308,24417227,19113403,54
20240311,23728611,15268040,56
20240312,24106248,18830171,54
20240313,24799952,14499576,56
20240314,25913245,9348674,59
20240315,24745961,13368111,57
20240318,25408937,15435771,56
20240319,25034495,13411667,57
20240320,25459364,11716353,58
20240321,26900800,6009583,61
20240322,27179632,6327088,61
20240325,26768715,12561668,58
20240326,27255339,14535603,57
20240327,27092620,14591762,57
20240328,26646555,12700845,58
20240329,25927320,2530018,63
20240401,27122134,661807,64
20240402,25516719,661807,64
20240403,24775194,8311606,60
20240404,24483570,3535804,62
20240405,23722468,8978961,59
20240408,22742358,6190370,60
20240409,22613213,8844839,58
20240411,22072663,1972570,61
20240412,22092809,6393919,59
20240415,21462243,3770972,60
20240416,19582100,9311080,57
20240417,19468576,938521,61
20240418,21199297,1026080,61
20240419,19359978,2720923,60
20240422,21496540,627764,61
20240423,21582748,1070361,61
20240424,22879720,1070361,61
20240425,22283832,1015499,61
20240426,22602336,883945,61
20240429,23189123,4657821,59
20240430,24366119,688999,61
20240502,23780872,688999,61
20240503,23739990,5567306,59
20240507,24758370,1941677,61
20240508,25976820,557831,62
20240509,25583086,7013225,59
20240510,25819411,7337450,59
20240513,26237167,10653559,58
20240514,27115519,19016801,54
20240516,28409857,9848693,59
20240517,27345087,25177239,52
20240520,26855933,30747506,49
20240521,26512988,40418194,44
20240522,26013539,38420674,45
20240523,26072173,39897871,44
20240524,25607406,45610623,41
20240527,25932262,45201953,41
20240528,26165670,47083909,40
20240529,26075007,42649234,42
20240530,25229726,44249758,41
20240531,25271522,52068862,37
20240603,26310899,46728900,40
20240604,25847573,45118638,41
20240605,25887575,42990552,42
20240607,27034381,39940391,44
20240610,27655713,42516339,43
20240611,27698651,53207011,38
20240612,27806047,51011530,39
20240613,27961321,49492187,40
20240614,27606629,59201150,35
20240617,27947859,61695083,34
20240618,28286124,59772771,35
20240619,28227975,56143247,37
20240620,28578121,49964245,40
20240621,28184473,48372510,41
20240624,27685618,48704408,41
20240625,27719064,52245891,39
20240626,27734879,52245891,39
20240627,28036749,48173984,41
