date,sum_valuation_profit,d2_deposit,total_possess_count
20220104,181944,84114508,8
20220105,183664,74154818,13
20220106,-134394,70187768,15
20220107,908402,56981406,22
20220110,482302,53025506,24
20220111,-464085,49085286,26
20220112,350147,38949600,31
20220113,44131,22999720,39
20220114,-444559,21318404,40
20220117,-1653307,15237950,43
20220118,-3299236,12475045,44
20220119,-3993169,5435629,47
20220120,-1367132,1767902,49
20220121,-2971141,1857076,49
20220124,-5867458,20740294,38
20220125,-8076414,36381528,29
20220126,-8953108,10315676,42
20220127,-11129695,16982695,38
20220128,-9107272,251711,46
20220203,-7387914,1967665,45
20220204,-5770346,1925743,45
20220207,-5521609,328464,46
20220208,-6466054,328464,46
20220209,-4606710,670072,46
20220210,-5161737,818824,46
20220211,-6544367,689495,46
20220214,-8925236,1848708,45
20220215,-10040263,623583,46
20220216,-6996424,623583,46
20220217,-7569501,398832,46
20220218,-6447694,353568,46
20220221,-6532864,820964,46
20220222,-8233471,1155432,46
20220223,-6973992,1155432,46
20220224,-9592508,759861,46
20220225,-7440932,759861,46
20220228,-6645130,1513198,46
20220302,-5133654,4426705,45
20220303,-3120512,1420728,47
20220304,-3757550,66661,48
20220307,-6092533,1857902,47
20220308,-7041949,336286,48
20220310,-4876913,336286,48
20220311,-3598177,678293,48
20220314,-5492506,8189447,44
20220315,-6133133,4064421,46
20220316,-4366541,88121,48
20220317,-1950962,1173935,48
20220318,-1316541,3417935,47
20220321,-1621392,98112,49
20220322,-636282,208237,49
20220323,113535,830287,49
20220324,342994,787556,49
20220325,629850,1293220,49
20220328,356933,1381935,49
20220329,1062486,1567982,49
20220330,631828,1567982,49
20220331,1404206,2196574,49
20220401,919243,508925,50
20220404,1657694,5219349,48
20220405,1543873,5181558,48
20220406,1125509,3668845,49
20220407,-429727,1459338,50
20220408,-817622,1167623,50
20220411,-1138054,945930,50
20220412,-1861455,974689,50
20220413,-153578,1286280,50
20220414,547877,1691682,50
20220415,100056,1789251,50
20220418,-52770,3764604,49
20220419,1700522,132072,51
20220420,1957912,445862,51
20220421,1440080,396505,51
20220422,1242390,1994290,50
20220425,-1114737,1566365,50
20220426,-832896,1332484,50
20220427,-2262348,231818,50
20220428,-1856123,170730,50
20220429,-1383307,117115,50
20220502,-1827957,1649032,49
20220503,-1818877,1736201,49
20220504,-2276014,1815623,49
20220506,-3458930,5110888,47
20220509,-6198763,11849549,43
20220510,-7262797,34483832,30
20220511,-7108246,34395322,30
20220512,-8785117,22068287,36
20220513,-7713267,21539176,36
20220516,-7824301,11549736,41
20220517,-6973193,11856952,41
20220518,-7323390,9857752,42
20220519,-7937789,5654466,44
20220520,-6844654,17855,47
20220523,-6595631,6261383,44
20220524,-7977691,12093975,41
20220525,-7436152,11894497,41
20220526,-6867333,10512040,42
20220527,-6387188,10429611,42
20220530,-5428305,14426092,40
20220531,-5506624,14581436,40
20220602,-5938472,10605666,42
20220603,-5465389,13000859,41
20220607,-6184613,13000859,41
20220608,-5830350,17297444,39
20220609,-6426275,18869799,38
20220610,-6800710,22651486,36
20220613,-9326099,46559751,23
20220614,-10167526,62874376,14
20220615,-11199670,64449231,13
20220616,-11374146,54399257,18
20220617,-11430368,33250804,28
20220620,-13819646,38003417,25
20220621,-13058043,30424687,29
20220622,-15733612,42728271,22
20220623,-16209768,59070711,13
20220624,-14199355,1663985,42
20220627,-11925241,1656692,42
20220628,-11727433,1656692,42
20220629,-11702272,405827,43
20220630,-14181030,2200757,42
20220701,-15539015,49770,43
20220704,-16729561,1643271,42
20220705,-13722801,1643271,42
20220706,-14607468,1898173,42
20220707,-13076312,1898173,42
20220708,-11985271,844923,43
20220711,-12289621,1127628,43
20220712,-14553931,2720097,42
20220713,-12858932,742297,43
20220714,-12765658,870829,43
20220715,-13228367,1179028,43
20220718,-11343698,1296521,43
20220719,-10663583,13705869,37
20220720,-9823484,10337824,39
20220721,-8821464,11023511,39
20220722,-8713646,11542666,39
20220725,-8514529,9862121,40
20220726,-8890930,33301086,29
20220727,-8889209,31133881,30
20220728,-8485856,29136241,31
20220729,-7811128,23153611,34
20220801,-7139963,27689236,32
20220802,-7622616,27672861,32
20220803,-7106443,19731704,36
20220804,-6329820,20307323,36
20220805,-5758693,23192194,35
20220808,-4938110,31434874,31
20220809,-4681836,34005599,30
20220810,-4628678,34309130,30
20220811,-4326016,26380210,34
20220812,-3972625,22845041,36
20220816,-4066089,22845041,36
20220817,-4358095,25004504,35
20220818,-4618385,33750199,31
20220819,-4929350,29746177,33
20220822,-6084625,35203846,30
20220823,-6677096,7190975,44
20220824,-5544311,3346985,46
20220825,-3831912,1409309,47
20220826,-3754209,8247477,44
20220829,-5955763,16186342,40
20220830,-4856741,305506,48
20220831,-4211540,305506,48
20220901,-6058685,1905259,47
20220902,-6569366,2004766,47
20220905,-7202748,1588958,47
20220906,-6425111,1663841,47
20220907,-8384694,2571648,46
20220908,-7995571,1942122,46
20220913,-5186218,319618,47
20220914,-6668420,916699,47
20220915,-6247256,3195097,46
20220916,-7764324,997973,47
20220919,-9584606,2720473,46
20220920,-8551304,518693,47
20220921,-9234905,1956163,46
20220922,-9826662,899339,46
20220923,-11002354,22794619,35
20220926,-13640961,50524480,19
20220927,-13827749,34563942,27
20220928,-15450223,31519225,28
20220929,-15558843,23121539,32
20220930,-15355438,1322043,43
20221004,-12411745,1048563,43
20221005,-13573407,1302717,43
20221006,-11257944,211813,44
20221007,-11356332,486067,44
20221011,-14756027,7194036,40
20221012,-14096385,1363084,43
20221013,-16686276,4526673,41
20221014,-14098800,536523,43
20221017,-13492008,1224013,43
20221018,-11864314,1224013,43
20221019,-12695910,1224013,43
20221020,-13854440,1107343,43
20221021,-14980639,707527,43
20221024,-13316090,1038954,43
20221025,-13672622,897909,43
20221026,-13784099,1273653,43
20221027,-11580700,1595312,43
20221028,-12492126,1549571,43
20221031,-11937764,1559613,43
20221101,-10714633,252168,44
20221102,-10462029,1324849,44
20221103,-10901270,1657339,44
20221104,-10326407,1787902,44
20221107,-9062733,1787902,44
20221108,-6893029,580083,45
20221109,-6782858,580083,45
20221110,-7411835,580083,45
20221111,-4475447,1339487,45
20221114,-3929309,944642,46
20221115,-1825296,4989521,45
20221116,-2097917,1309416,47
20221117,-3071154,1309416,47
20221118,-3576434,780660,47
20221121,-4935267,2576907,46
20221122,-5245575,789874,47
20221123,-3531330,1264426,47
20221124,-2297797,1785247,47
20221125,-2176415,25328,48
20221128,-4040843,6135354,45
20221129,-2383004,621040,48
20221130,-2006243,955485,48
20221201,-550620,1167017,48
20221202,-1226467,3804298,47
20221205,-1071799,206357,49
20221206,-3068939,460840,49
20221207,-2722482,1461258,49
20221208,-3698737,4520104,47
20221209,-2486171,579130,49
20221212,-2820337,357882,49
20221213,-2949287,90528,49
20221214,-1812746,363084,49
20221215,-2164172,375643,49
20221216,-2205489,956988,49
20221219,-1989644,1104136,49
20221220,-3715928,890397,49
20221221,-3288511,1296424,49
20221222,-2267867,1296424,49
20221223,-4359464,7115239,46
20221226,-4576183,336693,49
20221227,-3756488,80848,49
20221228,-4947465,1266730,48
20221229,-6609754,5171876,46
20230102,-8135073,14907406,40
20230103,-8223702,1781214,46
20230104,-6457754,1781214,46
20230105,-6744693,1531225,46
20230106,-5692007,121202,47
20230109,-3806647,372556,47
20230110,-3223789,907585,47
20230111,-2112720,907585,47
20230112,-1856059,1571628,47
20230113,-1571858,1831614,47
20230116,-1096688,916140,48
20230117,-1496449,1361152,48
20230118,-1863719,1157967,48
20230119,-1854586,1127163,48
20230120,-1527217,1127163,48
20230125,-486486,1157861,48
20230126,1104412,1074664,49
20230127,1520402,1104098,49
20230130,619447,1026615,49
20230131,1236220,1204291,49
20230201,1670151,1601505,49
20230202,2674736,853016,50
20230203,3172712,963839,51
20230206,3321347,1570271,51
20230207,3641906,1622505,51
20230208,4718163,209811,52
20230209,4185770,1994866,51
20230210,3637418,573915,52
20230213,3865424,697273,52
20230214,4463019,850332,52
20230215,2873902,649786,52
20230216,4221981,722213,52
20230217,3982168,1064666,52
20230220,4565801,916097,52
20230221,5154376,1616725,52
20230222,3698605,1616725,52
20230223,4056493,1409282,52
20230224,3444955,3390300,51
20230227,3232805,3406636,51
20230228,3934921,1485945,52
20230302,4451917,1148824,52
20230303,4826937,1690732,52
20230306,4720126,1776704,52
20230307,5287636,16262428,45
20230308,4774810,14687099,46
20230309,6171546,13260349,47
20230310,4357221,9349426,49
20230313,2639264,731248,53
20230314,-778593,28407157,38
20230315,299173,6035817,49
20230316,-164130,1854089,51
20230317,1101554,1619454,51
20230320,1494484,1718375,51
20230321,1568279,1806513,51
20230322,2497769,10659483,47
20230323,1802663,4903867,50
20230324,3015122,3057979,51
20230327,3137605,1192075,52
