date,sum_valuation_profit,d2_deposit,total_possess_count
20220104,-17850,49003400,1
20220105,-34230,47010940,3
20220106,-55983,47010940,3
20220107,29059,45125700,5
20220110,-51753,45125700,5
20220111,-172872,45125700,5
20220112,-107211,42164900,8
20220113,-233900,41170850,9
20220114,-341279,40171060,10
20220117,-466470,40171060,10
20220118,-655361,37188200,13
20220119,-856738,33291700,17
20220120,-321904,28320370,22
20220121,-792932,28320370,22
20220124,-1452061,28320370,22
20220125,-2340163,28822557,21
20220126,-2209967,25857627,24
20220127,-3228177,23659782,26
20220128,-2400993,15846082,34
20220203,-1656861,14849282,35
20220204,-993335,10002172,40
20220207,-944014,9037372,41
20220208,-1107020,8076372,42
20220209,-305971,7076487,43
20220210,-1083532,7076487,43
20220211,-1775993,7076487,43
20220214,-2979942,8626674,41
20220215,-3584167,7657674,42
20220216,-1535141,2727770,47
20220217,-1621597,754280,49
20220218,-1058545,754280,49
20220221,-1066746,754280,49
20220222,-2278512,754280,49
20220223,-1328507,754280,49
20220224,-2810088,1549318,48
20220225,-1327780,550033,49
20220228,-913325,550033,49
20220302,390651,550033,49
20220303,1318458,550033,49
20220304,1434516,550033,49
20220307,419544,550033,49
20220308,-561008,2230026,47
20220310,409638,2243953,47
20220311,1186177,2243953,47
20220314,-36297,2243953,47
20220315,-576976,2032337,47
20220316,407301,1955425,47
20220317,1693785,2955262,47
20220318,2274940,2955262,47
20220321,2214066,1960762,48
20220322,2769787,10230394,40
20220323,3637232,10230394,40
20220324,3926073,9230644,41
20220325,4149078,9230644,41
20220328,3887722,9230644,41
20220329,3962226,17151632,34
20220330,3887037,25771553,26
20220331,3967344,25771553,26
20220401,3827917,23777063,28
20220404,3850597,22782083,29
20220405,3906711,22926075,29
20220406,3700265,28390128,24
20220407,3655154,28390128,24
20220408,3715345,28390128,24
20220411,3445492,27391608,25
20220412,3106970,26535245,26
20220413,3588008,25537785,27
20220414,3730680,25537785,27
20220415,3519141,25537785,27
20220418,3371708,26321206,26
20220419,3767582,33050039,20
20220420,3751511,32081039,21
20220421,3751723,32081039,21
20220422,3649098,32081039,21
20220425,3023215,30086468,23
20220426,3180846,29089648,24
20220427,2610798,30993270,22
20220428,2591795,30026270,23
20220429,2722572,27027870,26
20220502,2708891,26034192,27
20220503,3111470,25044792,28
20220504,3019115,25044792,28
20220506,2441041,24050292,29
20220509,1612167,23920967,29
20220510,1370069,26405351,26
20220511,1423559,24419451,28
20220512,713576,24367252,28
20220513,1512761,23430652,29
20220516,1414636,22431537,30
20220517,1539313,25605608,27
20220518,1510386,25605608,27
20220519,1240854,25605608,27
20220520,1634647,24631208,28
20220523,1673479,25699221,27
20220524,1163443,27473807,25
20220525,1421164,27473807,25
20220526,1574614,27473807,25
20220527,1496260,27259607,25
20220530,1907958,27259607,25
20220531,1812423,27259607,25
20220602,1678661,28149966,24
20220603,1715808,28149966,24
20220607,1495752,29151794,23
20220608,1453114,29151794,23
20220609,1412599,29151794,23
20220610,1243952,29947180,22
20220613,277192,29898188,22
20220614,-369607,33897500,17
20220615,-966800,34694712,16
20220616,-833972,31730522,19
20220617,-810120,30525224,20
20220620,-1420339,32102935,18
20220621,-1117293,31843635,18
20220622,-1787210,32637176,17
20220623,-2399587,34951489,14
20220624,-1627581,11205260,38
20220627,-498913,10215010,39
20220628,-252458,10215010,39
20220629,-342766,11161545,38
20220630,-1497016,11161545,38
20220701,-2094031,11161545,38
20220704,-2591175,12957595,36
20220705,-1317064,11963355,37
20220706,-1743333,11963355,37
20220707,-1130795,11963355,37
20220708,-711031,9985380,39
20220711,-908946,9985380,39
20220712,-2074653,12503917,36
20220713,-1742045,12503917,36
20220714,-1501860,12503917,36
20220715,-1853757,11509917,37
20220718,-761318,9548167,39
20220719,-243871,9548167,39
20220720,392559,9548167,39
20220721,824562,9548167,39
20220722,459918,9548167,39
20220725,754214,9548167,39
20220726,587511,9548167,39
20220727,798363,9548167,39
20220728,1066806,9548167,39
20220729,1630708,9548167,39
20220801,1859133,9548167,39
20220802,1284400,10466162,38
20220803,1752365,10466162,38
20220804,2185021,10466162,38
20220805,2274058,10466162,38
20220808,2575464,10466162,38
20220809,2669804,9469287,39
20220810,2169718,9469287,39
20220811,2936621,9469287,39
20220812,3029844,9469287,39
20220816,2990357,9469287,39
20220817,2434976,15772841,33
20220818,2355218,14773051,34
20220819,2085126,14773051,34
20220822,1156486,14773051,34
20220823,818722,15873377,33
20220824,1211539,42035263,9
20220825,1452609,41037913,10
20220826,1478237,41037913,10
20220829,1351789,41978764,9
20220830,1542255,40983364,10
20220831,1794168,39983508,11
20220901,1370666,39008508,12
20220902,1274721,39008508,12
20220905,1274480,37159468,14
20220906,1481934,37087904,14
20220907,1290541,39129373,12
20220908,1671540,38158173,13
20220913,2178771,40152723,12
20220914,1977191,41182886,11
20220915,1933157,41182886,11
20220916,1736637,40188636,12
20220919,1412864,42905064,9
20220920,1540871,40916464,11
20220921,1503484,39934364,12
20220922,1492907,37938044,14
20220923,1526585,37938044,14
20220926,1026957,36947044,15
20220927,1127838,32955479,19
20220928,505594,33751215,18
20220929,465681,33751215,18
20220930,353115,32538788,19
20221004,1455329,29598358,22
20221005,1095290,29598358,22
20221006,1508934,28619458,23
20221007,1534873,27635258,24
20221011,304519,27419997,24
20221012,740477,25514239,26
20221013,-116800,26306984,25
20221014,793261,10517854,41
20221017,999364,7537854,44
20221018,2198680,7537854,44
20221019,2042528,6541054,45
20221020,1417789,6541054,45
20221021,848512,6541054,45
20221024,1945873,1577014,50
20221025,1979795,2642234,49
20221026,1276837,1647734,50
20221027,2445399,652010,51
20221028,1213960,652010,51
20221031,1740075,652010,51
20221101,2600007,2840653,49
20221102,3307223,849713,51
20221103,2952142,849713,51
20221104,3388867,849713,51
20221107,4172658,25056,52
20221108,5510588,32688,52
20221109,5810721,32688,52
20221110,5098479,32688,52
20221111,7821329,32688,52
20221114,7661665,32688,52
20221115,9821925,32688,52
20221116,9931846,32688,52
20221117,9437217,32688,52
20221118,8580095,32688,52
20221121,7631371,1226716,51
20221122,7116382,4723697,48
20221123,8278214,1735483,51
20221124,9618049,856983,52
20221125,8891846,856983,52
20221128,7605996,1653916,51
20221129,8557515,4565922,48
20221130,8910012,6756195,46
20221201,9715022,6756195,46
20221202,9283556,5767295,47
20221205,9498354,7739507,46
20221206,8395948,12573424,42
20221207,8381944,12558323,42
20221208,8052981,12558323,42
20221209,9072155,9593615,45
20221212,8732517,7621915,47
20221213,8664189,10948983,44
20221214,9271232,24814078,32
20221215,8989382,24814078,32
20221216,8587487,23818628,33
20221219,8419156,24263067,33
20221220,7727983,24714457,33
20221221,7705472,23717497,34
20221222,7844208,19738501,38
20221223,6944053,19738501,38
20221226,6987078,24372693,33
20221227,7522782,24383882,33
20221228,6953363,24383882,33
20221229,6172976,24197312,33
20230102,5675039,23205512,34
20230103,5832164,22628172,35
20230104,6506989,15473403,42
20230105,6546115,12477563,45
20230106,7309688,6516131,51
20230109,8406665,8672902,49
20230110,8927833,9783082,48
20230111,9667672,8790832,49
20230112,9859807,5814532,52
20230113,9841833,3845982,54
20230116,10301402,3845982,54
20230117,10404420,3845982,54
20230118,10058414,3845982,54
20230119,9908592,849842,57
20230120,10216428,849842,57
20230125,10929649,849842,57
20230126,11681334,960030,57
20230127,11947701,960030,57
20230130,11543245,960030,57
20230131,11741713,900540,57
20230201,12705462,909373,57
20230202,13550685,909373,57
20230203,13801066,909373,57
20230206,13674083,909373,57
20230207,13986461,903194,57
20230208,14484450,3498591,55
20230209,14426974,2503191,56
20230210,13666774,1515191,57
20230213,13754846,2738667,56
20230214,14208689,4920448,54
20230215,13007003,4950458,54
20230216,14178673,3952538,55
20230217,14528490,3050938,56
20230220,15394560,4458039,55
20230221,16059061,9210876,51
20230222,15712777,9210876,51
20230223,16033008,6233541,54
20230224,15744324,10246381,52
20230227,15378801,10319866,52
20230228,15845400,13291575,49
20230302,16327592,12301335,50
20230303,16766243,10304145,52
20230306,17389724,11549886,51
20230307,17487913,30905535,35
20230308,17693060,33594611,33
20230309,17754886,33594611,33
20230310,17033623,33398189,33
20230313,16468401,29424864,37
20230314,14963107,33480960,33
20230315,15692310,31473056,35
20230316,15459896,31272067,35
20230317,15885211,30277047,36
20230320,16228855,30277047,36
20230321,16342054,33579887,33
20230322,16651290,32580287,34
20230323,16226241,30597181,36
20230324,16609038,29597866,37
20230327,16783347,29597866,37
20230328,17034445,30481418,36
20230329,17248149,29481482,37
20230330,17511721,29288758,37
20230331,17635910,29288758,37
20230403,18253930,28529386,38
20230404,18607079,30263692,37
20230405,18768593,30263692,37
20230406,18718652,30263692,37
20230407,18809948,29266492,38
20230410,18433076,29266492,38
20230411,18833640,30620226,37
20230412,18935422,28473878,39
20230413,18847670,27474364,40
20230414,19140942,26489714,41
20230417,19432756,23431690,44
20230418,19660610,25056623,43
20230419,19865051,25176000,43
20230420,19399075,25176000,43
20230421,18627451,25974084,42
20230424,18123154,25057862,43
20230425,17470709,28423504,40
20230426,17220745,25433984,43
20230427,17217614,23440634,45
20230428,17654198,21495834,47
20230502,18530827,19746939,49
20230503,18165579,20800382,48
20230504,18172127,19599721,49
20230508,18350846,17624386,51
20230509,18314368,18643538,50
20230510,18544777,19532028,49
20230511,18667982,18536916,50
20230512,18652836,18295419,50
20230515,18663479,22159795,47
20230516,19224265,26874873,43
20230517,19893917,26013621,44
20230518,20078525,26013621,44
20230519,20266764,25019101,45
20230522,20308620,25019101,45
20230523,20847468,27959678,42
20230524,20950520,29524699,41
20230525,20388285,29524699,41
20230526,20158077,29354270,41
20230530,20102186,28357950,42
20230531,19911436,30502118,40
20230601,20140168,29502768,41
20230602,20436675,28506321,42
20230605,20723444,28419953,42
20230607,20923590,29792157,41
20230608,20723131,30810800,40
20230609,20964618,30810800,40
20230612,20903847,30810800,40
20230613,21162986,35696021,35
20230614,20776814,34530480,36
20230615,21010501,34530480,36
20230616,21892940,34553413,36
20230619,22134586,39819573,32
20230620,22215588,41720474,30
20230621,22299911,41720474,30
20230622,22318153,41720474,30
20230623,21912409,42508193,29
20230626,21866837,42387794,29
20230627,22155298,47291350,25
20230628,22107163,48363192,24
20230629,21891100,49160134,23
20230630,22390756,45172836,27
20230703,22576699,45172836,27
20230704,22769576,52185232,20
20230705,22996527,51187132,21
20230706,22615602,51187132,21
20230707,22526412,51187132,21
20230710,22559435,50087198,22
20230711,22979483,50479340,22
20230712,23384191,51873286,21
20230713,23545367,51942303,22
20230714,23581717,50943503,23
20230717,23591710,51104314,23
20230718,23625925,52725508,22
20230719,23802889,51728708,23
20230720,23928727,50730508,24
20230721,24006107,50730508,24
20230724,23739929,52321511,22
20230725,23930356,52152616,22
20230726,23432733,53845523,21
20230727,23528709,54611343,20
20230728,23729891,53613423,21
20230731,24039901,52614593,22
20230801,24385138,52614593,22
20230802,24218549,52614593,22
20230803,24472347,52614593,22
20230804,24519278,52614593,22
20230807,24411134,53805201,21
20230808,24221718,53805201,21
20230809,24570997,53805201,21
20230810,24655009,52809981,22
20230811,24626231,52809981,22
20230814,24207827,52809981,22
20230816,23810561,55164824,19
20230817,23710751,54964862,19
20230818,23426265,54208862,20
20230821,23626198,54208862,20
20230822,23520808,54208862,20
20230823,23348845,53211072,21
20230824,23410574,52215152,22
20230825,23233415,50373352,24
20230828,23689809,50373352,24
20230829,23993142,50373352,24
20230830,24044632,52235724,22
20230831,24001845,51248444,23
20230901,23923426,51248444,23
20230904,24125476,51248444,23
20230905,24053501,51206112,23
20230906,24051816,51206112,23
20230907,24004057,51206112,23
20230908,24197105,50247612,24
20230911,24252055,52097004,22
20230912,23909198,54628699,19
20230913,23905383,55819983,18
20230914,24257756,50894013,23
20230915,24544425,49899303,24
