date,sum_valuation_profit,d2_deposit,total_possess_count
20230918,24307469,49899303,24
20230919,24127142,52086502,22
20230920,24216594,51105302,23
20230921,23768250,51105302,23
20230922,23571854,50105302,24
20230925,23425293,49106846,25
20230926,22977419,50168676,24
20230927,23202567,49318138,25
20231004,22225498,49318138,25
20231005,21905787,48497901,26
20231006,22178752,46500341,28
20231010,21802031,46500341,28
20231011,22410895,47492774,27
20231012,23045697,47492774,27
20231013,22849884,47492774,27
20231016,22671799,48292100,26
20231017,23086523,47345686,27
20231018,22894439,48059177,26
20231019,22030965,49638761,24
20231020,21531387,51223571,22
20231023,21386960,48238916,25
20231024,21841369,46063722,27
20231025,21841839,46001709,27
20231026,21248437,45805349,27
20231027,21275891,40605202,32
20231030,21610412,34634552,38
20231031,20786938,36238465,36
20231101,21446085,34244105,38
20231102,23236279,28388767,45
20231103,23819337,27393927,46
20231106,26364543,26403527,47
20231107,25222776,27545742,46
20231108,24720138,27401656,46
20231109,24765373,27401656,46
20231110,24401148,26416236,47
20231113,23445470,25418636,48
20231114,24311427,25114352,48
20231115,25412290,23125512,50
20231116,25931319,22128912,51
20231117,25049535,22128912,51
20231120,25652347,20133292,53
20231121,26116105,19116076,54
20231122,26268066,20122053,53
20231123,25940701,19127553,54
20231124,26354855,19127553,54
20231127,26298379,19024177,54
20231128,26377613,20735945,52
20231129,26626214,18738581,54
20231130,27787850,17744081,55
20231201,27760925,19746002,54
20231204,27520988,19746002,54
20231205,27252045,21796845,52
20231206,27532397,21898214,52
20231207,27823242,21898214,52
20231208,28518717,20899634,53
20231211,28539998,20899634,53
20231212,28838110,19902854,54
20231213,28739775,19902854,54
20231214,29522061,18060854,56
20231215,29382141,15120979,59
20231218,30220065,15120979,59
20231219,30665853,15120979,59
20231220,31536235,15120979,59
20231221,30850162,15120979,59
20231222,30843176,15120979,59
20231226,30465549,16491030,58
20231227,30171827,29170260,47
20231228,30761024,28179060,48
20240102,31481697,25999382,50
20240103,30912425,46292600,33
20240104,30911733,45312700,34
20240105,31045230,43335160,36
20240108,31773786,46277942,34
20240109,31969153,46396325,34
20240110,31682420,47443195,33
20240111,31664889,47443195,33
20240112,31283410,47443195,33
20240115,31205025,47443195,33
20240116,31075860,54144412,27
20240117,30391695,54144412,27
20240118,30570366,53146812,28
20240119,30866543,53146812,28
20240122,30788481,54073639,27
20240123,31023797,55121356,26
20240124,30663512,54123541,27
20240125,30673002,52134481,29
20240126,30921566,48465051,33
20240129,30806860,49955042,32
20240130,30958705,53073917,29
20240131,30727570,53073917,29
20240201,31091824,51830692,30
20240202,31979241,50830836,31
20240205,32142869,51613758,30
20240206,32006852,52489764,29
20240207,32619471,54673290,28
20240208,32615763,54673290,28
20240213,32904406,54673290,28
20240214,32960791,60722024,22
20240215,33110838,59777624,23
20240216,33161158,58779374,24
20240219,33393978,55825794,27
20240220,33358588,55614413,27
20240221,33243157,55614413,27
20240222,33209854,54618473,28
20240223,32986166,53628473,29
20240226,32708055,53628473,29
20240227,32444452,56370034,26
20240228,32771914,55372284,27
20240229,33121245,55372284,27
20240304,33176487,53398384,29
20240305,33211974,55412881,27
20240306,33065648,57304996,25
20240307,32905655,56312996,26
20240308,32884083,55334946,27
20240311,32556301,54338106,28
20240312,32615372,55197632,27
20240313,32657971,55197632,27
20240314,32734438,54206482,28
20240315,32455126,54206482,28
20240318,32991054,54206482,28
20240319,32803636,53182967,29
20240320,33146045,52189047,30
20240321,33688056,52189047,30
20240322,33664152,52189047,30
20240325,33422776,51197447,31
20240326,33403114,54408518,28
20240327,33396751,56582787,26
20240328,33361726,56582787,26
20240329,33446114,55589977,27
20240401,33580690,55589977,27
20240402,33328652,59564673,23
20240403,33153315,59564673,23
20240404,33325327,58573683,24
20240405,32668344,57578013,25
20240408,32468906,56446501,26
20240409,32365805,57328503,26
20240411,32235570,57328503,26
20240412,32092624,57328503,26
20240415,32034876,57328503,26
20240416,31392770,59129546,24
20240417,31665475,58904461,24
20240418,32294809,53940534,29
20240419,31796431,54735073,28
20240422,31991379,54601927,28
20240423,32298632,54872363,28
20240424,32884013,54781976,28
20240425,32691411,56738929,27
20240426,32655484,55740169,28
20240429,32762213,55740169,28
20240430,33220977,54730717,29
20240502,33266471,53742037,30
20240503,33340475,53742037,30
20240507,33446552,55673558,28
20240508,33642756,52678603,31
20240509,33590565,50865203,33
20240510,33568286,50865203,33
20240513,33381847,51740228,32
20240514,33662061,51678375,32
20240516,33849585,49700495,34
20240517,33517343,49700495,34
20240520,33643388,49700495,34
20240521,33485524,51025027,33
20240522,33524041,51025027,33
20240523,33460951,50053027,34
20240524,33331447,50053027,34
20240527,33385832,50927454,33
20240528,33419516,52699726,31
20240529,33421281,53683403,30
20240530,32923715,53683403,30
20240531,32955676,52699043,31
20240603,33461628,52699043,31
20240604,33216999,53630978,30
20240605,33493979,54775527,29
20240607,33525865,54775527,29
20240610,33890085,56372898,27
20240611,33913467,58418473,25
20240612,33926210,58418473,25
20240613,34247289,60374130,24
20240614,34162527,60374130,24
20240617,34140915,59375330,25
20240618,34200645,65224146,19
20240619,34073903,65224146,19
20240620,34159884,65224146,19
20240621,34300867,64305246,20
