date,kospi_close,up20_after_predicted,down20_after_predicted,feer_greed_value
2024-03-19,357.33,1.271162647753954,17.52627342939377,48.88173680780026
2024-03-20,363.32,2.2601306438446045,17.936331033706665,49.407719534718616
2024-03-21,373.66,0.7216467056423426,69.47048902511597,1.1873156114539327
2024-03-22,372.65,1.006198674440384,71.06183171272278,0.0
2024-03-25,370.73,0.6715694908052683,45.5034077167511,22.91767528629076
2024-03-26,374.6,0.38688378408551216,53.313422203063965,15.563043996907375
2024-03-27,374.08,0.7198553532361984,44.35419738292694,24.00568877460696
2024-03-28,373.22,0.9033600799739361,41.768085956573486,26.522089028274024
2024-03-29,374.63,0.7654225453734398,42.35287606716156,25.865437734680548
2024-04-01,374.28,0.5157242063432932,20.015650987625122,45.93358249569863
2024-04-02,376.34,0.3320587333291769,30.55846095085144,36.187789571078795
2024-04-03,369.72,0.6090734619647264,19.765008985996246,46.2461238874138
2024-04-04,375.61,0.7485425565391779,24.851344525814056,41.75153139170864
2024-04-05,371.57,0.7928702048957348,19.371289014816284,46.77084035552936
2024-04-08,372.51,1.0298128239810467,19.51068788766861,46.859466032950536
2024-04-09,370.27,1.0689672082662582,17.36576408147812,48.843861923481285
2024-04-11,370.72,1.8565647304058075,21.62499725818634,45.689625249909795
2024-04-12,367.25,1.3779505155980587,14.907631278038025,51.35799070457644
2024-04-15,365.31,1.9494341686367989,20.584528148174286,46.71934678988074
2024-04-16,356.67,2.6385225355625153,15.35542905330658,52.09645596563584
2024-04-17,352.79,6.3056014478206635,16.28357023000717,54.58498261754853
2024-04-18,359.06,7.834997773170471,10.155931115150452,61.54196324555651
2024-04-19,352.58,8.523020893335342,8.207263797521591,63.93759069707188
2024-04-22,356.89,7.026997953653336,5.6106507778167725,64.93755784178317
2024-04-23,355.98,5.775105580687523,6.176304817199707,63.2861830662637
2024-04-24,363.6,6.262798607349396,6.829337775707245,63.135959561113594
2024-04-25,356.51,10.643813014030457,8.737032115459442,65.38315299868549
2024-04-26,361.02,10.188949853181839,6.620630621910095,66.89278294405503
2024-04-29,364.48,44.68773007392883,4.6807389706373215,100.0
2024-04-30,365.13,30.931147933006287,6.7729659378528595,85.60018968132933
2024-05-02,364.31,45.661839842796326,9.153687208890915,96.82104756571539
2024-05-03,363.58,37.888261675834656,16.684335470199585,82.91603071950203
2024-05-07,372.8,22.011446952819824,7.227640599012375,77.08287900074107
2024-05-08,374.09,16.573171317577362,6.320860981941223,72.96568112951603
2024-05-09,368.83,42.841967940330505,7.216684520244598,96.01889586280498
2024-05-10,371.08,39.58142697811127,7.533814758062363,92.76831808679718
2024-05-13,370.99,34.696340560913086,10.602584481239319,85.5416539922322
2024-05-14,371.04,27.178025245666504,12.67160177230835,76.8308562249689
2024-05-16,374.6,26.202094554901123,7.9954177141189575,80.19280892806306
2024-05-17,370.58,22.101442515850067,8.851933479309082,75.68885688902685
2024-05-20,373.68,18.303433060646057,11.089111119508743,70.20544492926784
2024-05-21,371.55,16.872718930244446,11.414637416601181,68.60977115609394
2024-05-22,371.41,27.178120613098145,10.087648034095764,79.17865514926163
2024-05-23,371.62,16.34875386953354,6.51312917470932,72.58709153648948
2024-05-24,366.08,41.27500355243683,6.054519861936569,95.65110549550923
2024-05-27,371.16,25.084587931632996,6.81806206703186,80.24718617400441
2024-05-28,371.33,18.605157732963562,5.3206127136945724,75.72068965968924
2024-05-29,364.96,23.676830530166626,9.832855314016342,76.22897319485347
2024-05-30,358.7,8.844485878944397,9.907185286283493,62.685161442450685
2024-05-31,358.21,14.74180519580841,4.568226262927055,72.89414785164914
2024-06-03,365.48,14.177966117858887,3.4833740442991257,73.36752666188741
2024-06-04,362.52,12.293370068073273,3.6333583295345306,71.51896058335748
2024-06-05,366.44,10.460148006677628,5.2793677896261215,68.35782250526488
2024-06-07,371.39,5.939998850226402,8.61993357539177,61.21578404895331
2024-06-10,367.46,13.604925572872162,7.509893178939819,69.18848794143041
2024-06-11,367.71,20.931389927864075,4.37212809920311,78.69601105960399
2024-06-12,371.12,6.345651298761368,7.085273414850235,62.978700955768716
2024-06-13,374.75,3.911038115620613,6.841856241226196,60.9878380024212
2024-06-14,376.0,4.436609521508217,11.230726540088654,57.477746431275776
2024-06-17,373.86,5.475817620754242,10.84042489528656,58.77656131525431
2024-06-18,377.73,4.834212735295296,9.631720185279846,59.291813272011495
2024-06-19,383.01,3.7775345146656036,10.423685610294342,57.612184369772834
2024-06-20,384.78,3.3229947090148926,14.111047983169556,53.84896119493904
2024-06-21,380.88,8.306621015071869,7.533422112464905,64.3532102685304
2024-06-24,378.39,7.039827853441238,12.83172070980072,58.38834089514371
2024-06-25,379.85,3.057851642370224,8.644706755876541,58.574632785285665
2024-06-26,383.01,2.3010674864053726,7.6589323580265045,58.782687284868224
2024-06-27,382.27,4.0509868413209915,9.54553708434105,58.65849855825463
2024-06-28,384.02,2.345140092074871,14.4044890999794,52.693895391570045
2024-07-01,384.34,2.5342315435409546,19.872675836086273,47.897448527055644
2024-07-02,381.2,3.4933898597955704,18.708132207393646,49.82698815189279
2024-07-03,383.23,2.3428507149219513,14.46450799703598,52.63728373552834
2024-07-04,388.53,2.404158376157284,15.036018192768097,52.173727157192985
2024-07-05,395.47,0.6679777521640062,15.843361616134644,49.862748232968826
2024-07-08,394.47,0.8320478722453117,19.47018802165985,46.71657912020103
2024-07-09,395.79,0.5540810525417328,11.400531977415085,53.79590262835101
2024-07-10,395.6,0.9243042208254337,10.696373879909515,54.772057135086456
2024-07-11,398.52,1.3083592057228088,14.91675078868866,51.28647612718036
2024-07-12,392.29,1.8278926610946655,9.944000095129013,56.27662077598208
2024-07-15,393.84,0.8676576428115368,12.941688299179077,52.680556032657314
2024-07-16,395.31,1.1377932503819466,22.700321674346924,44.05955699542525
2024-07-17,391.55,3.3376462757587433,22.6725772023201,46.08349338143968
2024-07-18,389.0,0.9667317382991314,27.519798278808594,39.525285569981904
2024-07-19,383.89,1.8611688166856766,22.709552943706512,44.708409684986364
2024-07-22,379.84,2.633008360862732,19.996145367622375,47.87501337760603
2024-07-23,381.65,4.760203883051872,21.5752512216568,48.372993207207145
2024-07-24,378.66,3.9233949035406113,21.56621664762497,47.620899195333806
2024-07-25,371.26,5.402351915836334,18.648722767829895,51.61539862361895
2024-07-26,374.2,4.058762267231941,17.117343842983246,51.78601901151803
2024-07-29,378.73,3.245636075735092,32.22569227218628,37.320186722965616
2024-07-30,374.87,1.6423000022768974,26.984715461730957,40.62525123997915
2024-07-31,380.49,1.5531064942479134,14.032472670078278,52.31227886079792
2024-08-01,380.54,0.7693280000239611,31.642398238182068,35.60024404808269
2024-08-02,365.17,1.484333723783493,30.473527312278748,37.31188472933668
2024-08-05,331.86,4.08991314470768,29.622626304626465,40.452351763931816
2024-08-06,341.73,3.977864608168602,13.956013321876526,54.58481913650961
2024-08-07,349.09,4.643938317894936,15.643100440502167,53.6571532582311
2024-08-08,346.7,7.782227545976639,18.023699522018433,54.34557055926766
2024-08-09,351.52,6.49057999253273,25.05594789981842,46.78269806175493
2024-08-12,355.61,5.553674697875977,26.107734441757202,44.97582506367206
2024-08-13,357.02,7.606271654367447,24.615027010440826,48.19699520699656
2024-08-14,360.39,7.254631072282791,27.47373878955841,45.28015364861908
2024-08-16,369.11,1.6222897917032242,37.147170305252075,31.373731813187128
2024-08-19,365.52,3.6022379994392395,43.38642954826355,27.503834044988636
2024-08-20,368.99,2.2186260670423508,58.80012512207031,12.24224307601699
2024-08-21,368.22,2.1470025181770325,46.54470086097717,23.3121233439595
2024-08-22,369.1,2.1429479122161865,47.894611954689026,22.081945788015453
2024-08-23,367.91,3.672783449292183,32.28869438171387,37.65103951415575
2024-08-26,366.31,4.266896098852158,32.13929533958435,38.32657464471298
2024-08-27,364.56,8.260072767734528,26.723381876945496,46.87542599630194
2024-08-28,365.28,6.624492257833481,25.494223833084106,46.506161253425304
2024-08-29,360.1,6.849280744791031,28.68175208568573,43.81429397445412
2024-08-30,361.55,6.646858900785446,25.871366262435913,46.18382132271142
2024-09-02,362.09,5.544707179069519,9.660577028989792,59.91113123338182
2024-09-03,358.8,4.285770282149315,28.90753149986267,41.280018693836794
2024-09-04,346.66,14.43825513124466,14.180181920528412,63.8851806391186
2024-09-05,345.92,8.603651821613312,12.456844002008438,60.149793242009984
2024-09-06,342.37,10.279159992933273,13.662801682949066,60.576414444295104
2024-09-09,340.18,6.557679921388626,10.244021564722061,60.30138924325294
2024-09-10,338.48,10.247811675071716,4.591763764619827,68.7896382075591
2024-09-11,335.65,26.47959291934967,4.2152367532253265,83.87950943787715
2024-09-12,343.85,10.20972952246666,4.7811198979616165,68.58299377424603
2024-09-13,343.69,10.634975135326385,3.991096094250679,69.68715554219321
2024-09-19,343.28,5.955827608704567,7.25116953253746,62.473788582400985
2024-09-20,344.67,6.509681046009064,3.8499265909194946,66.06728493029381
2024-09-23,345.78,6.788983196020126,3.8535553961992264,66.31775446696116
2024-09-24,349.61,3.858429193496704,2.9565511271357536,64.47012476585192
2024-09-25,344.56,4.980996251106262,4.156152904033661,64.40013304987279
2024-09-26,356.44,3.7207845598459244,4.592257738113403,62.85890455512229
2024-09-27,353.93,3.1108390539884567,5.551492422819138,61.433188783940274
2024-09-30,344.76,2.537146396934986,5.136210843920708,61.28926065266904
2024-10-02,340.72,3.3813949674367905,3.303604945540428,63.72138008445621
2024-10-04,341.74,3.4548845142126083,6.23708963394165,61.12286386341228
2024-10-07,347.34,2.274021692574024,6.1928655952215195,60.09014381718079
2024-10-08,344.23,2.557199075818062,11.465771496295929,55.5566079717951
2024-10-10,345.21,2.907480299472809,9.971187263727188,57.23280411068639
2024-10-11,345.45,1.530810073018074,7.765458524227142,57.98606482885616
2024-10-14,349.74,0.7329527288675308,7.368442416191101,57.621871044416764
2024-10-15,351.07,0.7547301705926657,10.259896516799927,55.014558451912684
2024-10-16,347.26,0.9479828178882599,28.12901735305786,38.95473039781703
2024-10-17,347.73,1.0313181206583977,25.910809636116028,41.045851736838976
2024-10-18,345.42,0.9747388772666454,30.198469758033752,37.098790325944876
2024-10-21,346.62,0.8685493841767311,32.794445753097534,34.64367396902621
2024-10-22,342.09,2.3505112156271935,33.501964807510376,35.34731226865593
2024-10-23,346.27,1.021021045744419,34.69111919403076,33.05893819430766
2024-10-24,342.88,1.6522875055670738,30.206075310707092,37.707482950577685
2024-10-25,343.37,2.2062089294195175,27.743369340896606,40.448311108356876
2024-10-28,347.27,1.2079046107828617,32.35032558441162,35.355519067580516
2024-10-29,348.28,2.6568055152893066,18.955180048942566,48.84242850277766
2024-10-30,345.0,4.2636532336473465,16.930215060710907,52.142197824939274
2024-10-31,339.32,4.260486736893654,15.105672180652618,53.79705241114445
2024-11-01,337.49,5.200494825839996,18.261760473251343,51.783580334736534
2024-11-04,343.6,1.9645147025585175,26.2559711933136,41.58012486478671
2024-11-05,341.47,2.402726002037525,26.349720358848572,41.89309408265758
2024-11-06,340.61,7.462150603532791,25.44386386871338,47.31299128950347
2024-11-07,340.87,2.167721651494503,19.505269825458527,47.8982627167847
2024-11-08,339.71,2.829653210937977,20.058493316173553,47.997032003430654
2024-11-11,334.64,4.703923687338829,16.071397066116333,53.32251535636124
2024-11-12,327.31,7.922067493200302,14.308784902095795,57.84789898111949
2024-11-13,318.84,5.914612114429474,11.599501222372055,58.48556168126568
2024-11-14,317.7,5.969243869185448,10.077138990163803,59.918376861953845
2024-11-15,320.53,7.758277654647827,7.3009200394153595,64.06624519765563
2024-11-18,328.44,11.232315003871918,10.359108448028564,64.44407458692767
2024-11-19,328.11,12.4562107026577,18.769480288028717,57.91463173812699
