date,sum_valuation_profit,d2_deposit,total_possess_count
20220104,-179096,990001000,1
20220105,-342669,970006955,3
20220106,-559223,970006955,3
20220107,315923,950010355,5
20220110,-527204,950010355,5
20220111,-1786786,950010355,5
20220112,-1114807,920096305,8
20220113,-2424727,910099405,9
20220114,-3518450,900101505,10
20220117,-4788957,900101505,10
20220118,-6726305,870110945,13
20220119,-8767449,830176995,17
20220120,-3291272,780212870,22
20220121,-8096406,780212870,22
20220124,-14799533,780212870,22
20220125,-23774654,786182707,21
20220126,-22475332,756201367,24
20220127,-32712681,734189021,26
20220128,-24350787,654257871,34
20220203,-16764579,644261391,35
20220204,-10044274,594334161,40
20220207,-9520050,584384661,41
20220208,-11187869,574390261,42
20220209,-3128330,564391411,43
20220210,-11098700,564391411,43
20220211,-18070144,564391411,43
20220214,-30351369,580198162,41
20220215,-36529880,570249762,42
20220216,-15746841,520294433,47
20220217,-16708598,500336513,49
20220218,-11083706,490338713,50
20220221,-11014680,490338713,50
20220222,-23539342,490338713,50
20220223,-13904334,490338713,50
20220224,-29234865,498326506,49
20220225,-14089081,488329051,50
20220228,-9897282,478333751,51
20220302,3423422,478333751,51
20220303,13148494,478333751,51
20220304,13765462,478333751,51
20220307,2798352,478333751,51
20220308,-7013021,476307704,51
20220310,2742958,466332504,52
20220311,11007082,466332504,52
20220314,-1622110,466332504,52
20220315,-7463546,446345954,54
20220316,3516493,436349954,55
20220317,18327827,436349954,55
20220318,23176518,436349954,55
20220321,23097709,426358154,56
20220322,30935100,426358154,56
20220323,43084965,426358154,56
20220324,46021755,416360654,57
20220325,47502182,416360654,57
20220328,44125983,416360654,57
20220329,44435477,416360654,57
20220330,44593104,416360654,57
20220331,48650365,416360654,57
20220401,47142203,406363304,58
20220404,48326033,396370244,59
20220405,48203709,396370244,59
20220406,44586210,396370244,59
20220407,39200029,396370244,59
20220408,37331393,396370244,59
20220411,31594845,386370914,60
20220412,28102426,386370914,60
20220413,37822508,384341733,60
20220414,41732764,384341733,60
20220415,41776422,384341733,60
20220418,41179431,392299638,59
20220419,56148216,392299638,59
20220420,57063751,382318938,60
20220421,54966757,382318938,60
20220422,51600117,382318938,60
20220425,36101338,372325138,61
20220426,40946103,372325138,61
20220427,27042990,379077194,60
20220428,29802083,369117094,61
20220429,34502530,339133094,64
20220502,37905284,329137367,65
20220503,39689167,319146367,66
20220504,36144430,319146367,66
20220506,25461967,309162367,67
20220509,5949394,323078189,65
20220510,-1370095,318971413,65
20220511,-522198,299112413,67
20220512,-13489585,313133550,65
20220513,1197516,303165450,66
20220516,3195803,301111596,66
20220517,6462040,301111596,66
20220518,178788,301111596,66
20220519,-9838318,301111596,66
20220520,1960754,291123996,67
20220523,1179252,291123996,67
20220524,-11370183,291123996,67
20220525,-6380625,291123996,67
20220526,-2174785,291123996,67
20220527,-484354,289095482,67
20220530,9637901,289095482,67
20220531,13938019,289095482,67
20220602,11001012,279099314,68
20220603,13384715,279099314,68
20220607,4219139,279099314,68
20220608,4303740,279099314,68
20220609,-991972,287077753,67
20220610,-4627521,295031617,66
20220613,-39663781,303010662,65
20220614,-52574910,356540606,58
20220615,-68929246,364539788,57
20220616,-63397188,342552783,59
20220617,-62359685,356221545,57
20220620,-76697449,404063012,51
20220621,-70245862,402032635,51
20220622,-95403642,417998396,49
20220623,-115857637,481685214,41
20220624,-94931908,231979685,66
20220627,-72364501,221983985,67
20220628,-63898107,221983985,67
20220629,-64726763,221983985,67
20220630,-83054713,221983985,67
20220701,-93447386,221983985,67
20220704,-104679983,229930867,66
20220705,-86192088,219931107,67
20220706,-98865834,219931107,67
20220707,-89660032,219931107,67
20220708,-83589244,199960957,69
20220711,-86280225,199960957,69
20220712,-104202812,199960957,69
20220713,-98745671,199960957,69
20220714,-93896668,207953916,68
20220715,-99892414,197957916,69
20220718,-83858637,177992616,71
20220719,-77537078,177992616,71
20220720,-68671909,177992616,71
20220721,-62690447,177992616,71
20220722,-69203347,177992616,71
20220725,-63259044,177992616,71
20220726,-63871829,187616092,70
20220727,-62187988,187616092,70
20220728,-56119190,187616092,70
20220729,-44775828,187616092,70
20220801,-41205047,187616092,70
20220802,-49339732,187616092,70
20220803,-40741248,187616092,70
20220804,-34936481,187616092,70
20220805,-32161966,187616092,70
20220808,-28095452,187616092,70
20220809,-25984557,251673729,65
20220810,-32325339,251673729,65
20220811,-20262861,251673729,65
20220812,-18912198,251673729,65
20220816,-18850038,251673729,65
20220817,-27140420,342809530,57
20220818,-26846724,332811630,58
20220819,-29272250,332811630,58
20220822,-42636384,332811630,58
20220823,-45638258,343200204,57
20220824,-37737422,351920532,56
20220825,-27461565,341928732,57
20220826,-28281041,341928732,57
20220829,-41386021,341928732,57
20220830,-31227781,352073623,56
20220831,-24617869,342074051,57
20220901,-46417280,332096551,58
20220902,-53118400,332096551,58
20220905,-57537123,322109051,59
20220906,-50765275,352902306,57
20220907,-62110142,371459976,55
20220908,-55798680,361505176,56
20220913,-38984505,361505176,56
20220914,-49190289,372568088,55
20220915,-46799115,372568088,55
20220916,-54870078,372568088,55
20220919,-73937393,370445161,55
20220920,-68455306,350483311,57
20220921,-71388074,340491511,58
20220922,-76302808,346451975,57
20220923,-89777966,370293684,54
20220926,-115285600,384208914,52
20220927,-115010941,380137902,52
20220928,-133899756,428045969,46
20220929,-135763462,428045969,46
20220930,-135024104,423994380,46
20221004,-115977787,394035870,49
20221005,-124146817,394035870,49
20221006,-109972361,384046070,50
20221007,-111998499,381926256,50
20221011,-136521988,422566463,45
20221012,-130856232,400930367,47
20221013,-146979279,432853168,43
20221014,-131512361,283162193,58
20221017,-128564717,253183093,61
20221018,-112872040,253183093,61
20221019,-114955664,243197293,62
20221020,-124291617,243197293,62
20221021,-132724757,243197293,62
20221024,-121040972,203208953,66
20221025,-120692235,203208953,66
20221026,-128857294,193225703,67
20221027,-113291153,63338605,80
20221028,-127663235,63338605,80
20221031,-118940358,43346805,82
20221101,-102868779,43346805,82
20221102,-94413031,33358165,83
20221103,-96678987,13369375,85
20221104,-94328463,3371635,86
20221107,-83001847,3371635,86
20221108,-66019756,3371635,86
20221109,-59631088,3371635,86
20221110,-68651683,3371635,86
20221111,-33940613,3371635,86
20221114,-36213680,3371635,86
20221115,-6965112,3371635,86
20221116,-5956916,3371635,86
20221117,-15027154,3371635,86
20221118,-25451398,3371635,86
20221121,-37933008,3371635,86
20221122,-42779645,3371635,86
20221123,-27266879,3371635,86
20221124,-10903645,3371635,86
20221125,-16583941,3371635,86
20221128,-38078821,11340960,85
20221129,-21518863,17208431,85
20221130,-12765195,17208431,85
20221201,-209011,17208431,85
20221202,-7075445,7223731,86
20221205,-3419651,7223731,86
20221206,-22140850,7223731,86
20221207,-26702237,7223731,86
20221208,-38118916,7223731,86
20221209,-19278584,7223731,86
20221212,-22901269,7223731,86
20221213,-18540658,7223731,86
20221214,-2191409,7223731,86
20221215,-13387778,7223731,86
20221216,-25340074,7223731,86
20221219,-26955095,7223731,86
20221220,-46411801,27343076,84
20221221,-44363693,17345336,85
20221222,-32068273,7345672,86
20221223,-57992069,13304909,85
20221226,-57491092,3317021,86
20221227,-44149644,1329692,86
20221228,-57155745,1329692,86
20221229,-78776345,17285094,84
20230102,-89655076,17285094,84
20230103,-84529413,6243892,85
